"Plot Title: BAROMETRO"
"#","Date Time, GMT-03:00","Abs Pres, psi (LGR S/N: 10416742, SEN S/N: 10416742)","Temp, °F (LGR S/N: 10416742, SEN S/N: 10416742)","Méd.: Pressão, psi (LGR S/N: 10416742)"
108,03/28/19 09:55:00 PM,14.3677,65.509,14.3677
109,03/28/19 10:00:00 PM,14.3705,65.680,14.3705
110,03/28/19 10:05:00 PM,14.3708,65.851,14.3708
111,03/28/19 10:10:00 PM,14.3683,65.851,14.3683
112,03/28/19 10:15:00 PM,14.3660,65.851,14.3660
113,03/28/19 10:20:00 PM,14.3661,66.022,14.3661
114,03/28/19 10:25:00 PM,14.3638,66.022,14.3638
115,03/28/19 10:30:00 PM,14.3638,66.022,14.3638
116,03/28/19 10:35:00 PM,14.3635,65.851,14.3635
117,03/28/19 10:40:00 PM,14.3635,65.851,14.3635
118,03/28/19 10:45:00 PM,14.3657,65.680,14.3657
119,03/28/19 10:50:00 PM,14.3603,65.338,14.3603
120,03/28/19 10:55:00 PM,14.3624,65.167,14.3624
121,03/28/19 11:00:00 PM,14.3619,64.825,14.3619
122,03/28/19 11:05:00 PM,14.3619,64.825,14.3619
123,03/28/19 11:10:00 PM,14.3616,64.652,14.3616
124,03/28/19 11:15:00 PM,14.3640,64.652,14.3640
125,03/28/19 11:20:00 PM,14.3640,64.652,14.3640
126,03/28/19 11:25:00 PM,14.3667,64.825,14.3667
127,03/28/19 11:30:00 PM,14.3619,64.825,14.3619
128,03/28/19 11:35:00 PM,14.3645,64.996,14.3645
129,03/28/19 11:40:00 PM,14.3645,64.996,14.3645
130,03/28/19 11:45:00 PM,14.3624,65.167,14.3624
131,03/28/19 11:50:00 PM,14.3603,65.338,14.3603
132,03/28/19 11:55:00 PM,14.3603,65.338,14.3603
133,03/29/19 12:00:00 AM,14.3579,65.338,14.3579
134,03/29/19 12:05:00 AM,14.3603,65.338,14.3603
135,03/29/19 12:10:00 AM,14.3605,65.509,14.3605
136,03/29/19 12:15:00 AM,14.3582,65.509,14.3582
137,03/29/19 12:20:00 AM,14.3605,65.509,14.3605
138,03/29/19 12:25:00 AM,14.3605,65.509,14.3605
139,03/29/19 12:30:00 AM,14.3605,65.509,14.3605
140,03/29/19 12:35:00 AM,14.3629,65.509,14.3629
141,03/29/19 12:40:00 AM,14.3605,65.509,14.3605
142,03/29/19 12:45:00 AM,14.3608,65.680,14.3608
143,03/29/19 12:50:00 AM,14.3584,65.680,14.3584
144,03/29/19 12:55:00 AM,14.3584,65.680,14.3584
145,03/29/19 01:00:00 AM,14.3584,65.680,14.3584
146,03/29/19 01:05:00 AM,14.3605,65.509,14.3605
147,03/29/19 01:10:00 AM,14.3627,65.338,14.3627
148,03/29/19 01:15:00 AM,14.3603,65.338,14.3603
149,03/29/19 01:20:00 AM,14.3576,65.167,14.3576
150,03/29/19 01:25:00 AM,14.3576,65.167,14.3576
151,03/29/19 01:30:00 AM,14.3554,65.338,14.3554
152,03/29/19 01:35:00 AM,14.3554,65.338,14.3554
153,03/29/19 01:40:00 AM,14.3554,65.338,14.3554
154,03/29/19 01:45:00 AM,14.3554,65.338,14.3554
155,03/29/19 01:50:00 AM,14.3554,65.338,14.3554
156,03/29/19 01:55:00 AM,14.3557,65.509,14.3557
157,03/29/19 02:00:00 AM,14.3579,65.338,14.3579
158,03/29/19 02:05:00 AM,14.3529,65.338,14.3529
159,03/29/19 02:10:00 AM,14.3529,65.338,14.3529
160,03/29/19 02:15:00 AM,14.3528,65.167,14.3528
161,03/29/19 02:20:00 AM,14.3551,65.167,14.3551
162,03/29/19 02:25:00 AM,14.3525,64.996,14.3525
163,03/29/19 02:30:00 AM,14.3525,64.996,14.3525
164,03/29/19 02:35:00 AM,14.3525,64.996,14.3525
165,03/29/19 02:40:00 AM,14.3525,64.996,14.3525
166,03/29/19 02:45:00 AM,14.3500,64.996,14.3500
167,03/29/19 02:50:00 AM,14.3476,64.996,14.3476
168,03/29/19 02:55:00 AM,14.3503,65.167,14.3503
169,03/29/19 03:00:00 AM,14.3503,65.167,14.3503
170,03/29/19 03:05:00 AM,14.3529,65.338,14.3529
171,03/29/19 03:10:00 AM,14.3506,65.338,14.3506
172,03/29/19 03:15:00 AM,14.3506,65.338,14.3506
173,03/29/19 03:20:00 AM,14.3506,65.338,14.3506
174,03/29/19 03:25:00 AM,14.3481,65.338,14.3481
175,03/29/19 03:30:00 AM,14.3481,65.338,14.3481
176,03/29/19 03:35:00 AM,14.3481,65.338,14.3481
177,03/29/19 03:40:00 AM,14.3481,65.338,14.3481
178,03/29/19 03:45:00 AM,14.3481,65.338,14.3481
179,03/29/19 03:50:00 AM,14.3481,65.338,14.3481
180,03/29/19 03:55:00 AM,14.3457,65.338,14.3457
181,03/29/19 04:00:00 AM,14.3457,65.338,14.3457
182,03/29/19 04:05:00 AM,14.3431,65.167,14.3431
183,03/29/19 04:10:00 AM,14.3455,65.167,14.3455
184,03/29/19 04:15:00 AM,14.3431,65.167,14.3431
185,03/29/19 04:20:00 AM,14.3406,65.167,14.3406
186,03/29/19 04:25:00 AM,14.3431,65.167,14.3431
187,03/29/19 04:30:00 AM,14.3406,65.167,14.3406
188,03/29/19 04:35:00 AM,14.3406,65.167,14.3406
189,03/29/19 04:40:00 AM,14.3431,65.167,14.3431
190,03/29/19 04:45:00 AM,14.3455,65.167,14.3455
191,03/29/19 04:50:00 AM,14.3455,65.167,14.3455
192,03/29/19 04:55:00 AM,14.3455,65.167,14.3455
193,03/29/19 05:00:00 AM,14.3431,65.167,14.3431
194,03/29/19 05:05:00 AM,14.3452,64.996,14.3452
195,03/29/19 05:10:00 AM,14.3428,64.996,14.3428
196,03/29/19 05:15:00 AM,14.3452,64.996,14.3452
197,03/29/19 05:20:00 AM,14.3452,64.996,14.3452
198,03/29/19 05:25:00 AM,14.3425,64.825,14.3425
199,03/29/19 05:30:00 AM,14.3450,64.825,14.3450
200,03/29/19 05:35:00 AM,14.3450,64.825,14.3450
201,03/29/19 05:40:00 AM,14.3450,64.825,14.3450
202,03/29/19 05:45:00 AM,14.3450,64.825,14.3450
203,03/29/19 05:50:00 AM,14.3450,64.825,14.3450
204,03/29/19 05:55:00 AM,14.3447,64.652,14.3447
205,03/29/19 06:00:00 AM,14.3471,64.652,14.3471
206,03/29/19 06:05:00 AM,14.3447,64.652,14.3447
207,03/29/19 06:10:00 AM,14.3471,64.652,14.3471
208,03/29/19 06:15:00 AM,14.3447,64.652,14.3447
209,03/29/19 06:20:00 AM,14.3447,64.652,14.3447
210,03/29/19 06:25:00 AM,14.3447,64.652,14.3447
211,03/29/19 06:30:00 AM,14.3450,64.825,14.3450
212,03/29/19 06:35:00 AM,14.3425,64.825,14.3425
213,03/29/19 06:40:00 AM,14.3450,64.825,14.3450
214,03/29/19 06:45:00 AM,14.3476,64.996,14.3476
215,03/29/19 06:50:00 AM,14.3452,64.996,14.3452
216,03/29/19 06:55:00 AM,14.3479,65.167,14.3479
217,03/29/19 07:00:00 AM,14.3455,65.167,14.3455
218,03/29/19 07:05:00 AM,14.3481,65.338,14.3481
219,03/29/19 07:10:00 AM,14.3484,65.509,14.3484
220,03/29/19 07:15:00 AM,14.3484,65.509,14.3484
221,03/29/19 07:20:00 AM,14.3512,65.680,14.3512
222,03/29/19 07:25:00 AM,14.3516,66.022,14.3516
223,03/29/19 07:30:00 AM,14.3496,66.193,14.3496
224,03/29/19 07:35:00 AM,14.3496,66.193,14.3496
225,03/29/19 07:40:00 AM,14.3522,66.366,14.3522
226,03/29/19 07:45:00 AM,14.3525,66.537,14.3525
227,03/29/19 07:50:00 AM,14.3553,66.708,14.3553
228,03/29/19 07:55:00 AM,14.3534,67.050,14.3534
229,03/29/19 08:00:00 AM,14.3518,67.564,14.3518
230,03/29/19 08:05:00 AM,14.3550,68.077,14.3550
231,03/29/19 08:10:00 AM,14.3555,68.421,14.3555
232,03/29/19 08:15:00 AM,14.3564,68.934,14.3564
233,03/29/19 08:20:00 AM,14.3570,69.278,14.3570
234,03/29/19 08:25:00 AM,14.3570,69.278,14.3570
235,03/29/19 08:30:00 AM,14.3574,69.622,14.3574
236,03/29/19 08:35:00 AM,14.3583,70.137,14.3583
237,03/29/19 08:40:00 AM,14.3564,70.480,14.3564
238,03/29/19 08:45:00 AM,14.3592,70.651,14.3592
239,03/29/19 08:50:00 AM,14.3579,71.339,14.3579
240,03/29/19 08:55:00 AM,14.3590,72.028,14.3590
241,03/29/19 09:00:00 AM,14.3587,71.856,14.3587
242,03/29/19 09:05:00 AM,14.3590,72.028,14.3590
243,03/29/19 09:10:00 AM,14.3580,74.271,14.3580
244,03/29/19 09:15:00 AM,14.3567,74.964,14.3567
245,03/29/19 09:20:00 AM,14.3554,75.659,14.3554
246,03/29/19 09:25:00 AM,14.3557,77.225,14.3557
247,03/29/19 09:30:00 AM,14.3563,77.574,14.3563
248,03/29/19 09:35:00 AM,14.3582,80.029,14.3582
249,03/29/19 09:40:00 AM,14.3573,80.911,14.3573
250,03/29/19 09:45:00 AM,14.3602,83.935,14.3602
251,03/29/19 09:50:00 AM,14.3608,84.295,14.3608
252,03/29/19 09:55:00 AM,14.3583,85.554,14.3583
253,03/29/19 10:00:00 AM,14.3582,86.823,14.3582
254,03/29/19 10:05:00 AM,14.3590,84.654,14.3590
255,03/29/19 10:10:00 AM,14.3542,81.975,14.3542
256,03/29/19 10:15:00 AM,14.3518,79.151,14.3518
257,03/29/19 10:20:00 AM,14.3524,79.502,14.3524
258,03/29/19 10:25:00 AM,14.3528,82.508,14.3528
259,03/29/19 10:30:00 AM,14.3538,84.474,14.3538
260,03/29/19 10:35:00 AM,14.3571,86.277,14.3571
261,03/29/19 10:40:00 AM,14.3532,86.823,14.3532
262,03/29/19 10:45:00 AM,14.3525,87.733,14.3525
263,03/29/19 10:50:00 AM,14.3519,86.097,14.3519
264,03/29/19 10:55:00 AM,14.3477,83.757,14.3477
265,03/29/19 11:00:00 AM,14.3480,82.508,14.3480
266,03/29/19 11:05:00 AM,14.3441,84.474,14.3441
267,03/29/19 11:10:00 AM,14.3454,85.194,14.3454
268,03/29/19 11:15:00 AM,14.3454,85.194,14.3454
269,03/29/19 11:20:00 AM,14.3431,85.194,14.3431
270,03/29/19 11:25:00 AM,14.3418,84.474,14.3418
271,03/29/19 11:30:00 AM,14.3393,84.474,14.3393
272,03/29/19 11:35:00 AM,14.3419,85.915,14.3419
273,03/29/19 11:40:00 AM,14.3408,86.641,14.3408
274,03/29/19 11:45:00 AM,14.3412,85.554,14.3412
275,03/29/19 11:50:00 AM,14.3403,85.014,14.3403
276,03/29/19 11:55:00 AM,14.3392,85.735,14.3392
277,03/29/19 12:00:00 PM,14.3402,86.277,14.3402
278,03/29/19 12:05:00 PM,14.3370,85.915,14.3370
279,03/29/19 12:10:00 PM,14.3376,84.834,14.3376
280,03/29/19 12:15:00 PM,14.3348,84.654,14.3348
281,03/29/19 12:20:00 PM,14.3363,84.115,14.3363
282,03/29/19 12:25:00 PM,14.3319,83.043,14.3319
283,03/29/19 12:30:00 PM,14.3313,82.686,14.3313
284,03/29/19 12:35:00 PM,14.3283,82.330,14.3283
285,03/29/19 12:40:00 PM,14.3255,82.152,14.3255
286,03/29/19 12:45:00 PM,14.3258,82.330,14.3258
287,03/29/19 12:50:00 PM,14.3244,82.864,14.3244
288,03/29/19 12:55:00 PM,14.3232,83.579,14.3232
289,03/29/19 01:00:00 PM,14.3229,84.834,14.3229
290,03/29/19 01:05:00 PM,14.3216,84.115,14.3216
291,03/29/19 01:10:00 PM,14.3225,83.221,14.3225
292,03/29/19 01:15:00 PM,14.3197,83.043,14.3197
293,03/29/19 01:20:00 PM,14.3183,83.579,14.3183
294,03/29/19 01:25:00 PM,14.3181,84.834,14.3181
295,03/29/19 01:30:00 PM,14.3146,84.295,14.3146
296,03/29/19 01:35:00 PM,14.3144,84.115,14.3144
297,03/29/19 01:40:00 PM,14.3120,84.115,14.3120
298,03/29/19 01:45:00 PM,14.3110,83.579,14.3110
299,03/29/19 01:50:00 PM,14.3083,83.399,14.3083
300,03/29/19 01:55:00 PM,14.3086,83.579,14.3086
301,03/29/19 02:00:00 PM,14.3113,83.757,14.3113
302,03/29/19 02:05:00 PM,14.3068,83.935,14.3068
303,03/29/19 02:10:00 PM,14.3041,83.757,14.3041
304,03/29/19 02:15:00 PM,14.3022,82.686,14.3022
305,03/29/19 02:20:00 PM,14.3036,82.152,14.3036
306,03/29/19 02:25:00 PM,14.3003,81.621,14.3003
307,03/29/19 02:30:00 PM,14.3000,81.442,14.3000
308,03/29/19 02:35:00 PM,14.2972,81.266,14.2972
309,03/29/19 02:40:00 PM,14.2942,80.911,14.2942
310,03/29/19 02:45:00 PM,14.2936,80.559,14.2936
311,03/29/19 02:50:00 PM,14.2909,80.382,14.2909
312,03/29/19 02:55:00 PM,14.2878,80.029,14.2878
313,03/29/19 03:00:00 PM,14.2878,80.029,14.2878
314,03/29/19 03:05:00 PM,14.2878,80.029,14.2878
315,03/29/19 03:10:00 PM,14.2864,80.559,14.2864
316,03/29/19 03:15:00 PM,14.2872,81.090,14.2872
317,03/29/19 03:20:00 PM,14.2864,81.975,14.2864
318,03/29/19 03:25:00 PM,14.2868,83.579,14.2868
319,03/29/19 03:30:00 PM,14.2853,84.115,14.2853
320,03/29/19 03:35:00 PM,14.2848,85.194,14.2848
321,03/29/19 03:40:00 PM,14.2859,84.474,14.2859
322,03/29/19 03:45:00 PM,14.2830,82.864,14.2830
323,03/29/19 03:50:00 PM,14.2858,83.043,14.2858
324,03/29/19 03:55:00 PM,14.2856,84.295,14.2856
325,03/29/19 04:00:00 PM,14.2827,85.374,14.2827
326,03/29/19 04:05:00 PM,14.2858,85.735,14.2858
327,03/29/19 04:10:00 PM,14.2843,86.277,14.2843
328,03/29/19 04:15:00 PM,14.2864,86.097,14.2864
329,03/29/19 04:20:00 PM,14.2814,84.654,14.2814
330,03/29/19 04:25:00 PM,14.2856,84.295,14.2856
331,03/29/19 04:30:00 PM,14.2865,84.834,14.2865
332,03/29/19 04:35:00 PM,14.2878,85.554,14.2878
333,03/29/19 04:40:00 PM,14.2859,84.474,14.2859
334,03/29/19 04:45:00 PM,14.2843,83.579,14.2843
335,03/29/19 04:50:00 PM,14.2800,82.508,14.2800
336,03/29/19 04:55:00 PM,14.2813,83.221,14.2813
337,03/29/19 05:00:00 PM,14.2795,83.579,14.2795
338,03/29/19 05:05:00 PM,14.2813,83.221,14.2813
339,03/29/19 05:10:00 PM,14.2816,83.399,14.2816
340,03/29/19 05:15:00 PM,14.2810,83.043,14.2810
341,03/29/19 05:20:00 PM,14.2794,82.152,14.2794
342,03/29/19 05:25:00 PM,14.2790,80.559,14.2790
343,03/29/19 05:30:00 PM,14.2772,79.502,14.2772
344,03/29/19 05:35:00 PM,14.2781,78.624,14.2781
345,03/29/19 05:40:00 PM,14.2766,77.749,14.2766
346,03/29/19 05:45:00 PM,14.2748,76.703,14.2748
347,03/29/19 05:50:00 PM,14.2777,75.484,14.2777
348,03/29/19 05:55:00 PM,14.2735,74.446,14.2735
349,03/29/19 06:00:00 PM,14.2771,73.753,14.2771
350,03/29/19 06:05:00 PM,14.2759,73.062,14.2759
351,03/29/19 06:10:00 PM,14.2749,72.372,14.2749
352,03/29/19 06:15:00 PM,14.2761,71.683,14.2761
353,03/29/19 06:20:00 PM,14.2777,71.168,14.2777
354,03/29/19 06:25:00 PM,14.2745,70.651,14.2745
355,03/29/19 06:30:00 PM,14.2764,70.308,14.2764
356,03/29/19 06:35:00 PM,14.2758,69.964,14.2758
357,03/29/19 06:40:00 PM,14.2777,69.622,14.2777
358,03/29/19 06:45:00 PM,14.2746,69.278,14.2746
359,03/29/19 06:50:00 PM,14.2765,68.934,14.2765
360,03/29/19 06:55:00 PM,14.2762,68.763,14.2762
361,03/29/19 07:00:00 PM,14.2759,68.592,14.2759
362,03/29/19 07:05:00 PM,14.2756,68.421,14.2756
363,03/29/19 07:10:00 PM,14.2778,68.248,14.2778
364,03/29/19 07:15:00 PM,14.2775,68.077,14.2775
365,03/29/19 07:20:00 PM,14.2797,67.906,14.2797
366,03/29/19 07:25:00 PM,14.2800,68.077,14.2800
367,03/29/19 07:30:00 PM,14.2803,68.248,14.2803
368,03/29/19 07:35:00 PM,14.2778,68.248,14.2778
369,03/29/19 07:40:00 PM,14.2803,68.248,14.2803
370,03/29/19 07:45:00 PM,14.2803,68.248,14.2803
371,03/29/19 07:50:00 PM,14.2800,68.077,14.2800
372,03/29/19 07:55:00 PM,14.2794,67.735,14.2794
373,03/29/19 08:00:00 PM,14.2813,67.392,14.2813
374,03/29/19 08:05:00 PM,14.2810,67.221,14.2810
375,03/29/19 08:10:00 PM,14.2807,67.050,14.2807
376,03/29/19 08:15:00 PM,14.2782,67.050,14.2782
377,03/29/19 08:20:00 PM,14.2780,66.879,14.2780
378,03/29/19 08:25:00 PM,14.2801,66.708,14.2801
379,03/29/19 08:30:00 PM,14.2823,66.537,14.2823
380,03/29/19 08:35:00 PM,14.2820,66.366,14.2820
381,03/29/19 08:40:00 PM,14.2820,66.366,14.2820
382,03/29/19 08:45:00 PM,14.2839,66.022,14.2839
383,03/29/19 08:50:00 PM,14.2813,65.851,14.2813
384,03/29/19 08:55:00 PM,14.2833,65.680,14.2833
385,03/29/19 09:00:00 PM,14.2832,65.509,14.2832
386,03/29/19 09:05:00 PM,14.2829,65.338,14.2829
387,03/29/19 09:10:00 PM,14.2826,65.167,14.2826
388,03/29/19 09:15:00 PM,14.2823,64.996,14.2823
389,03/29/19 09:20:00 PM,14.2820,64.825,14.2820
390,03/29/19 09:25:00 PM,14.2817,64.652,14.2817
391,03/29/19 09:30:00 PM,14.2814,64.481,14.2814
392,03/29/19 09:35:00 PM,14.2811,64.310,14.2811
393,03/29/19 09:40:00 PM,14.2833,64.139,14.2833
394,03/29/19 09:45:00 PM,14.2858,64.139,14.2858
395,03/29/19 09:50:00 PM,14.2855,63.968,14.2855
396,03/29/19 09:55:00 PM,14.2829,63.797,14.2829
397,03/29/19 10:00:00 PM,14.2849,63.626,14.2849
398,03/29/19 10:05:00 PM,14.2823,63.455,14.2823
399,03/29/19 10:10:00 PM,14.2845,63.282,14.2845
400,03/29/19 10:15:00 PM,14.2820,63.282,14.2820
401,03/29/19 10:20:00 PM,14.2842,63.111,14.2842
402,03/29/19 10:25:00 PM,14.2864,62.940,14.2864
403,03/29/19 10:30:00 PM,14.2861,62.769,14.2861
404,03/29/19 10:35:00 PM,14.2885,62.769,14.2885
405,03/29/19 10:40:00 PM,14.2858,62.598,14.2858
406,03/29/19 10:45:00 PM,14.2880,62.425,14.2880
407,03/29/19 10:50:00 PM,14.2877,62.254,14.2877
408,03/29/19 10:55:00 PM,14.2874,62.083,14.2874
409,03/29/19 11:00:00 PM,14.2848,61.912,14.2848
410,03/29/19 11:05:00 PM,14.2867,61.569,14.2867
411,03/29/19 11:10:00 PM,14.2839,61.398,14.2839
412,03/29/19 11:15:00 PM,14.2864,61.398,14.2864
413,03/29/19 11:20:00 PM,14.2838,61.227,14.2838
414,03/29/19 11:25:00 PM,14.2858,61.054,14.2858
415,03/29/19 11:30:00 PM,14.2856,60.883,14.2856
416,03/29/19 11:35:00 PM,14.2856,60.883,14.2856
417,03/29/19 11:40:00 PM,14.2877,60.712,14.2877
418,03/29/19 11:45:00 PM,14.2851,60.539,14.2851
419,03/29/19 11:50:00 PM,14.2848,60.368,14.2848
420,03/29/19 11:55:00 PM,14.2822,60.195,14.2822
421,03/30/19 12:00:00 AM,14.2822,60.195,14.2822
422,03/30/19 12:05:00 AM,14.2823,60.368,14.2823
423,03/30/19 12:10:00 AM,14.2819,60.024,14.2819
424,03/30/19 12:15:00 AM,14.2819,60.024,14.2819
425,03/30/19 12:20:00 AM,14.2816,59.851,14.2816
426,03/30/19 12:25:00 AM,14.2813,59.680,14.2813
427,03/30/19 12:30:00 AM,14.2838,59.680,14.2838
428,03/30/19 12:35:00 AM,14.2835,59.508,14.2835
429,03/30/19 12:40:00 AM,14.2809,59.337,14.2809
430,03/30/19 12:45:00 AM,14.2806,59.164,14.2806
431,03/30/19 12:50:00 AM,14.2809,59.337,14.2809
432,03/30/19 12:55:00 AM,14.2809,59.337,14.2809
433,03/30/19 01:00:00 AM,14.2827,58.993,14.2827
434,03/30/19 01:05:00 AM,14.2849,58.820,14.2849
435,03/30/19 01:10:00 AM,14.2824,58.820,14.2824
436,03/30/19 01:15:00 AM,14.2824,58.820,14.2824
437,03/30/19 01:20:00 AM,14.2797,58.647,14.2797
438,03/30/19 01:25:00 AM,14.2822,58.647,14.2822
439,03/30/19 01:30:00 AM,14.2843,58.476,14.2843
440,03/30/19 01:35:00 AM,14.2843,58.476,14.2843
441,03/30/19 01:40:00 AM,14.2840,58.303,14.2840
442,03/30/19 01:45:00 AM,14.2838,58.131,14.2838
443,03/30/19 01:50:00 AM,14.2884,57.958,14.2884
