"Plot Title: Vertedor"
"#","Date Time, GMT-03:00","Temp, °F (LGR S/N: 10434232, SEN S/N: 10434232)","Máx.: Pressão, psi (LGR S/N: 10434232)","Coupler Detached (LGR S/N: 10434232)","End Of File (LGR S/N: 10434232)"
1,05/08/18 01:00:00 PM,68.763,14.3300,Logged,
2,05/08/18 01:05:00 PM,68.592,14.3296,,
3,05/08/18 01:10:00 PM,68.592,14.3296,,
4,05/08/18 01:15:00 PM,68.421,14.3291,,
5,05/08/18 01:20:00 PM,68.248,14.3273,,
6,05/08/18 01:25:00 PM,68.421,14.3262,,
7,05/08/18 01:30:00 PM,68.421,14.3248,,
8,05/08/18 01:35:00 PM,68.592,14.3222,,
9,05/08/18 01:40:00 PM,68.592,14.3207,,
10,05/08/18 01:45:00 PM,68.763,14.3210,,
11,05/08/18 01:50:00 PM,68.934,14.3215,,
12,05/08/18 01:55:00 PM,68.763,14.3181,,
13,05/08/18 02:00:00 PM,68.763,14.3181,,
14,05/08/18 02:05:00 PM,68.763,14.3152,,
15,05/08/18 02:10:00 PM,68.934,14.3155,,
16,05/08/18 02:15:00 PM,69.107,14.3145,,
17,05/08/18 02:20:00 PM,69.107,14.3130,,
18,05/08/18 02:25:00 PM,68.934,14.3141,,
19,05/08/18 02:30:00 PM,68.763,14.3136,,
20,05/08/18 02:35:00 PM,68.421,14.3115,,
21,05/08/18 02:40:00 PM,68.248,14.3125,,
22,05/08/18 02:45:00 PM,68.077,14.3122,,
23,05/08/18 02:50:00 PM,68.077,14.3136,,
24,05/08/18 02:55:00 PM,67.906,14.3146,,
25,05/08/18 03:00:00 PM,67.906,14.3162,,
26,05/08/18 03:05:00 PM,67.906,14.3162,,
27,05/08/18 03:10:00 PM,67.735,14.3187,,
28,05/08/18 03:15:00 PM,67.735,14.3187,,
29,05/08/18 03:20:00 PM,67.564,14.3184,,
30,05/08/18 03:25:00 PM,67.564,14.3184,,
31,05/08/18 03:30:00 PM,67.392,14.3151,,
32,05/08/18 03:35:00 PM,67.392,14.3135,,
33,05/08/18 03:40:00 PM,67.221,14.3132,,
34,05/08/18 03:45:00 PM,67.221,14.3146,,
35,05/08/18 03:50:00 PM,67.050,14.3128,,
36,05/08/18 03:55:00 PM,67.050,14.3142,,
37,05/08/18 04:00:00 PM,67.050,14.3128,,
38,05/08/18 04:05:00 PM,66.879,14.3154,,
39,05/08/18 04:10:00 PM,66.879,14.3154,,
40,05/08/18 04:15:00 PM,66.879,14.3154,,
41,05/08/18 04:20:00 PM,66.879,14.3154,,
42,05/08/18 04:25:00 PM,66.708,14.3164,,
43,05/08/18 04:30:00 PM,66.708,14.3178,,
44,05/08/18 04:35:00 PM,66.708,14.3178,,
45,05/08/18 04:40:00 PM,66.708,14.3194,,
46,05/08/18 04:45:00 PM,66.537,14.3204,,
47,05/08/18 04:50:00 PM,66.537,14.3219,,
48,05/08/18 04:55:00 PM,66.537,14.3204,,
49,05/08/18 05:00:00 PM,66.366,14.3202,,
50,05/08/18 05:05:00 PM,66.366,14.3216,,
51,05/08/18 05:10:00 PM,66.366,14.3216,,
52,05/08/18 05:15:00 PM,66.366,14.3216,,
53,05/08/18 05:20:00 PM,66.193,14.3197,,
54,05/08/18 05:25:00 PM,66.193,14.3241,,
55,05/08/18 05:30:00 PM,66.193,14.3212,,
56,05/08/18 05:35:00 PM,66.022,14.3207,,
57,05/08/18 05:40:00 PM,66.022,14.3252,,
58,05/08/18 05:45:00 PM,65.851,14.3264,,
59,05/08/18 05:50:00 PM,65.851,14.3278,,
60,05/08/18 05:55:00 PM,65.680,14.3260,,
61,05/08/18 06:00:00 PM,65.509,14.3226,,
62,05/08/18 06:05:00 PM,65.509,14.3226,,
63,05/08/18 06:10:00 PM,65.338,14.3236,,
64,05/08/18 06:15:00 PM,65.338,14.3236,,
65,05/08/18 06:20:00 PM,65.167,14.3219,,
66,05/08/18 06:25:00 PM,64.996,14.3244,,
67,05/08/18 06:30:00 PM,64.996,14.3258,,
68,05/08/18 06:35:00 PM,64.996,14.3244,,
69,05/08/18 06:40:00 PM,64.825,14.3241,,
70,05/08/18 06:45:00 PM,64.825,14.3225,,
71,05/08/18 06:50:00 PM,64.825,14.3225,,
72,05/08/18 06:55:00 PM,64.652,14.3236,,
73,05/08/18 07:00:00 PM,64.652,14.3236,,
74,05/08/18 07:05:00 PM,64.652,14.3236,,
75,05/08/18 07:10:00 PM,64.652,14.3222,,
76,05/08/18 07:15:00 PM,64.652,14.3191,,
77,05/08/18 07:20:00 PM,64.652,14.3222,,
78,05/08/18 07:25:00 PM,64.652,14.3222,,
79,05/08/18 07:30:00 PM,64.652,14.3222,,
80,05/08/18 07:35:00 PM,64.652,14.3236,,
81,05/08/18 07:40:00 PM,64.481,14.3232,,
82,05/08/18 07:45:00 PM,64.481,14.3248,,
83,05/08/18 07:50:00 PM,64.481,14.3248,,
84,05/08/18 07:55:00 PM,64.481,14.3232,,
85,05/08/18 08:00:00 PM,64.481,14.3248,,
86,05/08/18 08:05:00 PM,64.481,14.3232,,
87,05/08/18 08:10:00 PM,64.481,14.3218,,
88,05/08/18 08:15:00 PM,64.481,14.3203,,
89,05/08/18 08:20:00 PM,64.481,14.3248,,
90,05/08/18 08:25:00 PM,64.481,14.3248,,
91,05/08/18 08:30:00 PM,64.481,14.3277,,
92,05/08/18 08:35:00 PM,64.652,14.3251,,
93,05/08/18 08:40:00 PM,64.652,14.3281,,
94,05/08/18 08:45:00 PM,64.652,14.3265,,
95,05/08/18 08:50:00 PM,64.652,14.3251,,
96,05/08/18 08:55:00 PM,64.825,14.3255,,
97,05/08/18 09:00:00 PM,64.825,14.3284,,
98,05/08/18 09:05:00 PM,64.825,14.3284,,
99,05/08/18 09:10:00 PM,64.825,14.3284,,
100,05/08/18 09:15:00 PM,64.996,14.3289,,
101,05/08/18 09:20:00 PM,64.996,14.3274,,
102,05/08/18 09:25:00 PM,64.996,14.3303,,
103,05/08/18 09:30:00 PM,64.996,14.3289,,
104,05/08/18 09:35:00 PM,64.996,14.3274,,
105,05/08/18 09:40:00 PM,64.996,14.3258,,
106,05/08/18 09:45:00 PM,64.996,14.3244,,
107,05/08/18 09:50:00 PM,64.996,14.3229,,
108,05/08/18 09:55:00 PM,64.996,14.3258,,
109,05/08/18 10:00:00 PM,64.996,14.3258,,
110,05/08/18 10:05:00 PM,64.996,14.3258,,
111,05/08/18 10:10:00 PM,64.996,14.3244,,
112,05/08/18 10:15:00 PM,64.996,14.3229,,
113,05/08/18 10:20:00 PM,64.996,14.3229,,
114,05/08/18 10:25:00 PM,64.996,14.3229,,
115,05/08/18 10:30:00 PM,64.996,14.3184,,
116,05/08/18 10:35:00 PM,64.996,14.3200,,
117,05/08/18 10:40:00 PM,64.996,14.3170,,
118,05/08/18 10:45:00 PM,64.996,14.3184,,
119,05/08/18 10:50:00 PM,64.996,14.3200,,
120,05/08/18 10:55:00 PM,64.996,14.3215,,
121,05/08/18 11:00:00 PM,64.996,14.3215,,
122,05/08/18 11:05:00 PM,64.996,14.3215,,
123,05/08/18 11:10:00 PM,64.996,14.3215,,
124,05/08/18 11:15:00 PM,64.996,14.3200,,
125,05/08/18 11:20:00 PM,64.996,14.3200,,
126,05/08/18 11:25:00 PM,64.825,14.3167,,
127,05/08/18 11:30:00 PM,64.825,14.3181,,
128,05/08/18 11:35:00 PM,64.825,14.3181,,
129,05/08/18 11:40:00 PM,64.825,14.3167,,
130,05/08/18 11:45:00 PM,64.825,14.3210,,
131,05/08/18 11:50:00 PM,64.825,14.3210,,
132,05/08/18 11:55:00 PM,64.825,14.3196,,
133,05/09/18 12:00:00 AM,64.825,14.3210,,
134,05/09/18 12:05:00 AM,64.825,14.3210,,
135,05/09/18 12:10:00 AM,64.825,14.3210,,
136,05/09/18 12:15:00 AM,64.825,14.3196,,
137,05/09/18 12:20:00 AM,64.825,14.3225,,
138,05/09/18 12:25:00 AM,64.825,14.3196,,
139,05/09/18 12:30:00 AM,64.652,14.3191,,
140,05/09/18 12:35:00 AM,64.652,14.3177,,
141,05/09/18 12:40:00 AM,64.652,14.3162,,
142,05/09/18 12:45:00 AM,64.481,14.3129,,
143,05/09/18 12:50:00 AM,64.481,14.3115,,
144,05/09/18 12:55:00 AM,64.481,14.3115,,
145,05/09/18 01:00:00 AM,64.310,14.3081,,
146,05/09/18 01:05:00 AM,64.310,14.3081,,
147,05/09/18 01:10:00 AM,64.310,14.3110,,
148,05/09/18 01:15:00 AM,64.310,14.3110,,
149,05/09/18 01:20:00 AM,64.310,14.3125,,
150,05/09/18 01:25:00 AM,64.139,14.3091,,
151,05/09/18 01:30:00 AM,64.139,14.3062,,
152,05/09/18 01:35:00 AM,64.139,14.3032,,
153,05/09/18 01:40:00 AM,64.139,14.3048,,
154,05/09/18 01:45:00 AM,64.139,14.3048,,
155,05/09/18 01:50:00 AM,64.310,14.3081,,
156,05/09/18 01:55:00 AM,64.310,14.3081,,
157,05/09/18 02:00:00 AM,64.310,14.3065,,
158,05/09/18 02:05:00 AM,64.481,14.3084,,
159,05/09/18 02:10:00 AM,64.481,14.3070,,
160,05/09/18 02:15:00 AM,64.481,14.3070,,
161,05/09/18 02:20:00 AM,64.481,14.3055,,
162,05/09/18 02:25:00 AM,64.481,14.3055,,
163,05/09/18 02:30:00 AM,64.481,14.3070,,
164,05/09/18 02:35:00 AM,64.481,14.3010,,
165,05/09/18 02:40:00 AM,64.481,14.3010,,
166,05/09/18 02:45:00 AM,64.481,14.3025,,
167,05/09/18 02:50:00 AM,64.310,14.2991,,
168,05/09/18 02:55:00 AM,64.310,14.2991,,
169,05/09/18 03:00:00 AM,64.310,14.2991,,
170,05/09/18 03:05:00 AM,64.310,14.2977,,
171,05/09/18 03:10:00 AM,64.310,14.2948,,
172,05/09/18 03:15:00 AM,64.310,14.2933,,
173,05/09/18 03:20:00 AM,64.310,14.2933,,
174,05/09/18 03:25:00 AM,64.310,14.2933,,
175,05/09/18 03:30:00 AM,64.310,14.2903,,
176,05/09/18 03:35:00 AM,64.310,14.2888,,
177,05/09/18 03:40:00 AM,64.310,14.2859,,
178,05/09/18 03:45:00 AM,64.310,14.2843,,
179,05/09/18 03:50:00 AM,64.310,14.2829,,
180,05/09/18 03:55:00 AM,64.310,14.2903,,
181,05/09/18 04:00:00 AM,64.310,14.2933,,
182,05/09/18 04:05:00 AM,64.310,14.2948,,
183,05/09/18 04:10:00 AM,64.310,14.2933,,
184,05/09/18 04:15:00 AM,64.310,14.2948,,
185,05/09/18 04:20:00 AM,64.310,14.2933,,
186,05/09/18 04:25:00 AM,64.139,14.2929,,
187,05/09/18 04:30:00 AM,64.139,14.2929,,
188,05/09/18 04:35:00 AM,64.139,14.2914,,
189,05/09/18 04:40:00 AM,64.139,14.2929,,
190,05/09/18 04:45:00 AM,64.139,14.2943,,
191,05/09/18 04:50:00 AM,64.139,14.2914,,
192,05/09/18 04:55:00 AM,64.139,14.2943,,
193,05/09/18 05:00:00 AM,64.139,14.2958,,
194,05/09/18 05:05:00 AM,64.139,14.2929,,
195,05/09/18 05:10:00 AM,64.139,14.2943,,
196,05/09/18 05:15:00 AM,64.139,14.2929,,
197,05/09/18 05:20:00 AM,64.139,14.2929,,
198,05/09/18 05:25:00 AM,64.139,14.2943,,
199,05/09/18 05:30:00 AM,64.139,14.2943,,
200,05/09/18 05:35:00 AM,64.139,14.2943,,
201,05/09/18 05:40:00 AM,64.139,14.2988,,
202,05/09/18 05:45:00 AM,64.139,14.3003,,
203,05/09/18 05:50:00 AM,64.139,14.2988,,
204,05/09/18 05:55:00 AM,64.139,14.2929,,
205,05/09/18 06:00:00 AM,63.968,14.2925,,
206,05/09/18 06:05:00 AM,63.968,14.2910,,
207,05/09/18 06:10:00 AM,63.968,14.2910,,
208,05/09/18 06:15:00 AM,63.968,14.2865,,
209,05/09/18 06:20:00 AM,63.968,14.2896,,
210,05/09/18 06:25:00 AM,63.968,14.2925,,
211,05/09/18 06:30:00 AM,63.968,14.2925,,
212,05/09/18 06:35:00 AM,63.968,14.2910,,
213,05/09/18 06:40:00 AM,63.968,14.2925,,
214,05/09/18 06:45:00 AM,63.968,14.2896,,
215,05/09/18 06:50:00 AM,63.968,14.2910,,
216,05/09/18 06:55:00 AM,63.968,14.2910,,
217,05/09/18 07:00:00 AM,63.968,14.2939,,
218,05/09/18 07:05:00 AM,64.139,14.2958,,
219,05/09/18 07:10:00 AM,64.139,14.2974,,
220,05/09/18 07:15:00 AM,64.139,14.3003,,
221,05/09/18 07:20:00 AM,64.139,14.3003,,
222,05/09/18 07:25:00 AM,64.139,14.3003,,
223,05/09/18 07:30:00 AM,64.139,14.3003,,
224,05/09/18 07:35:00 AM,64.139,14.3017,,
225,05/09/18 07:40:00 AM,64.139,14.3003,,
226,05/09/18 07:45:00 AM,64.310,14.3007,,
227,05/09/18 07:50:00 AM,64.310,14.2991,,
228,05/09/18 07:55:00 AM,64.310,14.2991,,
229,05/09/18 08:00:00 AM,64.310,14.3036,,
230,05/09/18 08:05:00 AM,64.310,14.3051,,
231,05/09/18 08:10:00 AM,64.310,14.3065,,
232,05/09/18 08:15:00 AM,64.481,14.3084,,
233,05/09/18 08:20:00 AM,64.481,14.3070,,
234,05/09/18 08:25:00 AM,64.481,14.3025,,
235,05/09/18 08:30:00 AM,64.481,14.3025,,
236,05/09/18 08:35:00 AM,64.652,14.3000,,
237,05/09/18 08:40:00 AM,64.652,14.3000,,
238,05/09/18 08:45:00 AM,64.652,14.3014,,
239,05/09/18 08:50:00 AM,64.652,14.3000,,
240,05/09/18 08:55:00 AM,64.825,14.2988,,
241,05/09/18 09:00:00 AM,64.825,14.3003,,
242,05/09/18 09:05:00 AM,64.825,14.3033,,
243,05/09/18 09:10:00 AM,64.825,14.3003,,
244,05/09/18 09:15:00 AM,64.825,14.3048,,
245,05/09/18 09:20:00 AM,64.825,14.3048,,
246,05/09/18 09:25:00 AM,64.996,14.3081,,
247,05/09/18 09:30:00 AM,64.996,14.3067,,
248,05/09/18 09:35:00 AM,64.996,14.3096,,
249,05/09/18 09:40:00 AM,64.996,14.3110,,
250,05/09/18 09:45:00 AM,64.996,14.3126,,
251,05/09/18 09:50:00 AM,64.996,14.3081,,
252,05/09/18 09:55:00 AM,64.996,14.3096,,
253,05/09/18 10:00:00 AM,65.167,14.3086,,
254,05/09/18 10:05:00 AM,65.167,14.3100,,
255,05/09/18 10:10:00 AM,65.167,14.3115,,
256,05/09/18 10:15:00 AM,65.338,14.3104,,
257,05/09/18 10:20:00 AM,65.338,14.3104,,
258,05/09/18 10:25:00 AM,65.338,14.3088,,
259,05/09/18 10:30:00 AM,65.509,14.3093,,
260,05/09/18 10:35:00 AM,65.680,14.3067,,
261,05/09/18 10:40:00 AM,65.680,14.3081,,
262,05/09/18 10:45:00 AM,65.851,14.3071,,
263,05/09/18 10:50:00 AM,66.022,14.3104,,
264,05/09/18 10:55:00 AM,66.193,14.3093,,
265,05/09/18 11:00:00 AM,66.193,14.3078,,
266,05/09/18 11:05:00 AM,66.366,14.3112,,
267,05/09/18 11:10:00 AM,66.366,14.3097,,
268,05/09/18 11:15:00 AM,66.366,14.3052,,
269,05/09/18 11:20:00 AM,66.366,14.3038,,
270,05/09/18 11:25:00 AM,66.366,14.3052,,
271,05/09/18 11:30:00 AM,66.537,14.3042,,
272,05/09/18 11:35:00 AM,66.537,14.2997,,
273,05/09/18 11:40:00 AM,66.366,14.3023,,
274,05/09/18 11:45:00 AM,66.537,14.3042,,
275,05/09/18 11:50:00 AM,66.366,14.3023,,
276,05/09/18 11:55:00 AM,66.366,14.3023,,
277,05/09/18 12:00:00 PM,66.366,14.3038,,
278,05/09/18 12:05:00 PM,66.366,14.3009,,
279,05/09/18 12:10:00 PM,66.366,14.3009,,
280,05/09/18 12:15:00 PM,66.366,14.2994,,
281,05/09/18 12:20:00 PM,66.366,14.2994,,
282,05/09/18 12:25:00 PM,66.366,14.2994,,
283,05/09/18 12:30:00 PM,66.366,14.2978,,
284,05/09/18 12:35:00 PM,66.366,14.2964,,
285,05/09/18 12:40:00 PM,66.366,14.2935,,
286,05/09/18 12:45:00 PM,66.366,14.2920,,
287,05/09/18 12:50:00 PM,66.366,14.2935,,
288,05/09/18 12:55:00 PM,66.366,14.2904,,
289,05/09/18 01:00:00 PM,66.366,14.2920,,
290,05/09/18 01:05:00 PM,66.537,14.2909,,
291,05/09/18 01:10:00 PM,66.537,14.2880,,
292,05/09/18 01:15:00 PM,66.537,14.2880,,
293,05/09/18 01:20:00 PM,66.537,14.2849,,
294,05/09/18 01:25:00 PM,66.537,14.2849,,
295,05/09/18 01:30:00 PM,66.537,14.2835,,
296,05/09/18 01:35:00 PM,66.537,14.2820,,
297,05/09/18 01:40:00 PM,66.537,14.2806,,
298,05/09/18 01:45:00 PM,66.537,14.2806,,
299,05/09/18 01:50:00 PM,66.537,14.2790,,
300,05/09/18 01:55:00 PM,66.537,14.2790,,
301,05/09/18 02:00:00 PM,66.537,14.2761,,
302,05/09/18 02:05:00 PM,66.537,14.2746,,
303,05/09/18 02:10:00 PM,66.708,14.2735,,
304,05/09/18 02:15:00 PM,66.708,14.2735,,
305,05/09/18 02:20:00 PM,66.708,14.2720,,
306,05/09/18 02:25:00 PM,66.879,14.2694,,
307,05/09/18 02:30:00 PM,66.879,14.2724,,
308,05/09/18 02:35:00 PM,66.879,14.2679,,
309,05/09/18 02:40:00 PM,67.050,14.2669,,
310,05/09/18 02:45:00 PM,67.050,14.2653,,
311,05/09/18 02:50:00 PM,67.050,14.2653,,
312,05/09/18 02:55:00 PM,66.879,14.2665,,
313,05/09/18 03:00:00 PM,66.879,14.2650,,
314,05/09/18 03:05:00 PM,66.879,14.2665,,
315,05/09/18 03:10:00 PM,66.708,14.2661,,
316,05/09/18 03:15:00 PM,66.708,14.2646,,
317,05/09/18 03:20:00 PM,66.708,14.2661,,
318,05/09/18 03:25:00 PM,66.537,14.2642,,
319,05/09/18 03:30:00 PM,66.537,14.2642,,
320,05/09/18 03:35:00 PM,66.537,14.2642,,
321,05/09/18 03:40:00 PM,66.537,14.2627,,
322,05/09/18 03:45:00 PM,66.537,14.2627,,
323,05/09/18 03:50:00 PM,66.537,14.2613,,
324,05/09/18 03:55:00 PM,66.537,14.2598,,
325,05/09/18 04:00:00 PM,66.537,14.2613,,
326,05/09/18 04:05:00 PM,66.366,14.2594,,
327,05/09/18 04:10:00 PM,66.366,14.2579,,
328,05/09/18 04:15:00 PM,66.366,14.2594,,
329,05/09/18 04:20:00 PM,66.366,14.2594,,
330,05/09/18 04:25:00 PM,66.366,14.2579,,
331,05/09/18 04:30:00 PM,66.366,14.2594,,
332,05/09/18 04:35:00 PM,66.193,14.2620,,
333,05/09/18 04:40:00 PM,66.193,14.2605,,
334,05/09/18 04:45:00 PM,66.193,14.2620,,
335,05/09/18 04:50:00 PM,66.193,14.2620,,
336,05/09/18 04:55:00 PM,66.193,14.2620,,
337,05/09/18 05:00:00 PM,66.193,14.2634,,
338,05/09/18 05:05:00 PM,66.193,14.2605,,
339,05/09/18 05:10:00 PM,66.193,14.2634,,
340,05/09/18 05:15:00 PM,66.193,14.2620,,
341,05/09/18 05:20:00 PM,66.022,14.2601,,
342,05/09/18 05:25:00 PM,66.022,14.2616,,
343,05/09/18 05:30:00 PM,66.022,14.2630,,
344,05/09/18 05:35:00 PM,66.022,14.2616,,
345,05/09/18 05:40:00 PM,66.022,14.2616,,
346,05/09/18 05:45:00 PM,65.851,14.2627,,
347,05/09/18 05:50:00 PM,65.851,14.2642,,
348,05/09/18 05:55:00 PM,65.851,14.2656,,
349,05/09/18 06:00:00 PM,65.851,14.2642,,
350,05/09/18 06:05:00 PM,65.851,14.2642,,
351,05/09/18 06:10:00 PM,65.680,14.2652,,
352,05/09/18 06:15:00 PM,65.680,14.2652,,
353,05/09/18 06:20:00 PM,65.680,14.2652,,
354,05/09/18 06:25:00 PM,65.680,14.2652,,
355,05/09/18 06:30:00 PM,65.680,14.2652,,
356,05/09/18 06:35:00 PM,65.680,14.2668,,
357,05/09/18 06:40:00 PM,65.680,14.2668,,
358,05/09/18 06:45:00 PM,65.680,14.2668,,
359,05/09/18 06:50:00 PM,65.680,14.2668,,
360,05/09/18 06:55:00 PM,65.680,14.2668,,
361,05/09/18 07:00:00 PM,65.680,14.2668,,
362,05/09/18 07:05:00 PM,65.680,14.2668,,
363,05/09/18 07:10:00 PM,65.680,14.2682,,
364,05/09/18 07:15:00 PM,65.680,14.2682,,
365,05/09/18 07:20:00 PM,65.680,14.2697,,
366,05/09/18 07:25:00 PM,65.680,14.2682,,
367,05/09/18 07:30:00 PM,65.680,14.2711,,
368,05/09/18 07:35:00 PM,65.680,14.2697,,
369,05/09/18 07:40:00 PM,65.680,14.2711,,
370,05/09/18 07:45:00 PM,65.680,14.2697,,
371,05/09/18 07:50:00 PM,65.680,14.2726,,
372,05/09/18 07:55:00 PM,65.680,14.2742,,
373,05/09/18 08:00:00 PM,65.680,14.2756,,
374,05/09/18 08:05:00 PM,65.680,14.2771,,
375,05/09/18 08:10:00 PM,65.680,14.2771,,
376,05/09/18 08:15:00 PM,65.680,14.2800,,
377,05/09/18 08:20:00 PM,65.680,14.2800,,
378,05/09/18 08:25:00 PM,65.680,14.2785,,
379,05/09/18 08:30:00 PM,65.680,14.2816,,
380,05/09/18 08:35:00 PM,65.680,14.2800,,
381,05/09/18 08:40:00 PM,65.680,14.2800,,
382,05/09/18 08:45:00 PM,65.680,14.2830,,
383,05/09/18 08:50:00 PM,65.680,14.2800,,
384,05/09/18 08:55:00 PM,65.680,14.2800,,
385,05/09/18 09:00:00 PM,65.680,14.2816,,
386,05/09/18 09:05:00 PM,65.680,14.2800,,
387,05/09/18 09:10:00 PM,65.680,14.2800,,
388,05/09/18 09:15:00 PM,65.509,14.2811,,
389,05/09/18 09:20:00 PM,65.509,14.2811,,
390,05/09/18 09:25:00 PM,65.509,14.2826,,
391,05/09/18 09:30:00 PM,65.509,14.2826,,
392,05/09/18 09:35:00 PM,65.509,14.2826,,
393,05/09/18 09:40:00 PM,65.509,14.2797,,
394,05/09/18 09:45:00 PM,65.509,14.2797,,
395,05/09/18 09:50:00 PM,65.509,14.2811,,
396,05/09/18 09:55:00 PM,65.509,14.2826,,
397,05/09/18 10:00:00 PM,65.509,14.2826,,
398,05/09/18 10:05:00 PM,65.509,14.2797,,
399,05/09/18 10:10:00 PM,65.509,14.2826,,
400,05/09/18 10:15:00 PM,65.509,14.2826,,
401,05/09/18 10:20:00 PM,65.509,14.2811,,
402,05/09/18 10:25:00 PM,65.509,14.2811,,
403,05/09/18 10:30:00 PM,65.509,14.2811,,
404,05/09/18 10:35:00 PM,65.509,14.2826,,
405,05/09/18 10:40:00 PM,65.509,14.2797,,
406,05/09/18 10:45:00 PM,65.509,14.2797,,
407,05/09/18 10:50:00 PM,65.509,14.2797,,
408,05/09/18 10:55:00 PM,65.509,14.2797,,
409,05/09/18 11:00:00 PM,65.509,14.2797,,
410,05/09/18 11:05:00 PM,65.509,14.2782,,
411,05/09/18 11:10:00 PM,65.509,14.2782,,
412,05/09/18 11:15:00 PM,65.509,14.2782,,
413,05/09/18 11:20:00 PM,65.509,14.2782,,
414,05/09/18 11:25:00 PM,65.509,14.2782,,
415,05/09/18 11:30:00 PM,65.509,14.2766,,
416,05/09/18 11:35:00 PM,65.338,14.2764,,
417,05/09/18 11:40:00 PM,65.338,14.2749,,
418,05/09/18 11:45:00 PM,65.338,14.2733,,
419,05/09/18 11:50:00 PM,65.338,14.2733,,
420,05/09/18 11:55:00 PM,65.338,14.2719,,
421,05/10/18 12:00:00 AM,65.338,14.2704,,
422,05/10/18 12:05:00 AM,65.338,14.2704,,
423,05/10/18 12:10:00 AM,65.338,14.2690,,
424,05/10/18 12:15:00 AM,65.338,14.2704,,
425,05/10/18 12:20:00 AM,65.338,14.2704,,
426,05/10/18 12:25:00 AM,65.338,14.2704,,
427,05/10/18 12:30:00 AM,65.338,14.2675,,
428,05/10/18 12:35:00 AM,65.338,14.2690,,
429,05/10/18 12:40:00 AM,65.338,14.2690,,
430,05/10/18 12:45:00 AM,65.338,14.2675,,
431,05/10/18 12:50:00 AM,65.338,14.2645,,
432,05/10/18 12:55:00 AM,65.338,14.2659,,
433,05/10/18 01:00:00 AM,65.338,14.2659,,
434,05/10/18 01:05:00 AM,65.338,14.2645,,
435,05/10/18 01:10:00 AM,65.338,14.2659,,
436,05/10/18 01:15:00 AM,65.338,14.2690,,
437,05/10/18 01:20:00 AM,65.338,14.2690,,
438,05/10/18 01:25:00 AM,65.338,14.2690,,
439,05/10/18 01:30:00 AM,65.338,14.2690,,
440,05/10/18 01:35:00 AM,65.338,14.2675,,
441,05/10/18 01:40:00 AM,65.338,14.2690,,
442,05/10/18 01:45:00 AM,65.338,14.2704,,
443,05/10/18 01:50:00 AM,65.338,14.2690,,
444,05/10/18 01:55:00 AM,65.338,14.2675,,
445,05/10/18 02:00:00 AM,65.338,14.2616,,
446,05/10/18 02:05:00 AM,65.338,14.2601,,
447,05/10/18 02:10:00 AM,65.338,14.2585,,
448,05/10/18 02:15:00 AM,65.338,14.2616,,
449,05/10/18 02:20:00 AM,65.338,14.2601,,
450,05/10/18 02:25:00 AM,65.338,14.2571,,
451,05/10/18 02:30:00 AM,65.338,14.2542,,
452,05/10/18 02:35:00 AM,65.338,14.2497,,
453,05/10/18 02:40:00 AM,65.167,14.2523,,
454,05/10/18 02:45:00 AM,65.167,14.2492,,
455,05/10/18 02:50:00 AM,65.167,14.2492,,
456,05/10/18 02:55:00 AM,65.167,14.2463,,
457,05/10/18 03:00:00 AM,65.167,14.2478,,
458,05/10/18 03:05:00 AM,65.167,14.2434,,
459,05/10/18 03:10:00 AM,65.167,14.2418,,
460,05/10/18 03:15:00 AM,65.167,14.2404,,
461,05/10/18 03:20:00 AM,65.167,14.2418,,
462,05/10/18 03:25:00 AM,65.167,14.2418,,
463,05/10/18 03:30:00 AM,65.167,14.2404,,
464,05/10/18 03:35:00 AM,64.996,14.2415,,
465,05/10/18 03:40:00 AM,64.996,14.2430,,
466,05/10/18 03:45:00 AM,64.996,14.2430,,
467,05/10/18 03:50:00 AM,64.996,14.2430,,
468,05/10/18 03:55:00 AM,64.996,14.2415,,
469,05/10/18 04:00:00 AM,64.996,14.2415,,
470,05/10/18 04:05:00 AM,64.996,14.2385,,
471,05/10/18 04:10:00 AM,64.996,14.2415,,
472,05/10/18 04:15:00 AM,64.996,14.2385,,
473,05/10/18 04:20:00 AM,64.825,14.2382,,
474,05/10/18 04:25:00 AM,64.825,14.2382,,
475,05/10/18 04:30:00 AM,64.825,14.2382,,
476,05/10/18 04:35:00 AM,64.825,14.2368,,
477,05/10/18 04:40:00 AM,64.652,14.2392,,
478,05/10/18 04:45:00 AM,64.652,14.2423,,
479,05/10/18 04:50:00 AM,64.652,14.2408,,
480,05/10/18 04:55:00 AM,64.481,14.2418,,
481,05/10/18 05:00:00 AM,64.481,14.2404,,
482,05/10/18 05:05:00 AM,64.481,14.2389,,
483,05/10/18 05:10:00 AM,64.481,14.2404,,
484,05/10/18 05:15:00 AM,64.481,14.2418,,
485,05/10/18 05:20:00 AM,64.310,14.2430,,
486,05/10/18 05:25:00 AM,64.310,14.2430,,
487,05/10/18 05:30:00 AM,64.481,14.2433,,
488,05/10/18 05:35:00 AM,64.481,14.2447,,
489,05/10/18 05:40:00 AM,64.481,14.2433,,
490,05/10/18 05:45:00 AM,64.481,14.2433,,
491,05/10/18 05:50:00 AM,64.481,14.2447,,
492,05/10/18 05:55:00 AM,64.481,14.2447,,
493,05/10/18 06:00:00 AM,64.481,14.2478,,
494,05/10/18 06:05:00 AM,64.481,14.2463,,
495,05/10/18 06:10:00 AM,64.481,14.2447,,
