"Plot Title: Nivel_Elerht"
"#","Date Time, GMT-03:00","Abs Pres, psi (LGR S/N: 10416742, SEN S/N: 10416742)","Temp, °F (LGR S/N: 10416742, SEN S/N: 10416742)","Máx.: Pressão, psi (LGR S/N: 10416742)"
1,12/18/19 03:05:00 PM,14.2479,83.579,14.2479
2,12/18/19 03:10:00 PM,14.3020,77.050,14.3020
3,12/18/19 03:15:00 PM,14.3028,74.619,14.3028
4,12/18/19 03:20:00 PM,14.3010,73.580,14.3010
5,12/18/19 03:25:00 PM,14.3023,72.891,14.3023
6,12/18/19 03:30:00 PM,14.3017,72.545,14.3017
7,12/18/19 03:35:00 PM,14.3036,72.199,14.3036
8,12/18/19 03:40:00 PM,14.3033,72.028,14.3033
9,12/18/19 03:45:00 PM,14.3009,72.028,14.3009
10,12/18/19 03:50:00 PM,14.3009,72.028,14.3009
11,12/18/19 03:55:00 PM,14.2988,72.199,14.2988
12,12/18/19 04:00:00 PM,14.3012,72.199,14.3012
13,12/18/19 04:05:00 PM,14.3014,72.372,14.3014
14,12/18/19 04:10:00 PM,14.3014,72.372,14.3014
15,12/18/19 04:15:00 PM,14.3036,72.199,14.3036
16,12/18/19 04:20:00 PM,14.3052,71.683,14.3052
17,12/18/19 04:25:00 PM,14.3019,71.168,14.3019
18,12/18/19 04:30:00 PM,14.3010,70.651,14.3010
19,12/18/19 04:35:00 PM,14.3026,70.137,14.3026
20,12/18/19 04:40:00 PM,14.2997,69.793,14.2997
21,12/18/19 04:45:00 PM,14.2994,69.622,14.2994
22,12/18/19 04:50:00 PM,14.3013,69.278,14.3013
23,12/18/19 04:55:00 PM,14.3010,69.107,14.3010
24,12/18/19 05:00:00 PM,14.3007,68.934,14.3007
25,12/18/19 05:05:00 PM,14.2983,68.934,14.2983
26,12/18/19 05:10:00 PM,14.2955,68.763,14.2955
27,12/18/19 05:15:00 PM,14.3001,68.592,14.3001
28,12/18/19 05:20:00 PM,14.3026,68.592,14.3026
29,12/18/19 05:25:00 PM,14.3023,68.421,14.3023
30,12/18/19 05:30:00 PM,14.3023,68.421,14.3023
31,12/18/19 05:35:00 PM,14.2996,68.248,14.2996
32,12/18/19 05:40:00 PM,14.2993,68.077,14.2993
33,12/18/19 05:45:00 PM,14.2993,68.077,14.2993
34,12/18/19 05:50:00 PM,14.2990,67.906,14.2990
35,12/18/19 05:55:00 PM,14.3014,67.906,14.3014
36,12/18/19 06:00:00 PM,14.3036,67.735,14.3036
37,12/18/19 06:05:00 PM,14.3012,67.735,14.3012
38,12/18/19 06:10:00 PM,14.3009,67.564,14.3009
39,12/18/19 06:15:00 PM,14.3033,67.564,14.3033
40,12/18/19 06:20:00 PM,14.3055,67.392,14.3055
41,12/18/19 06:25:00 PM,14.3030,67.392,14.3030
42,12/18/19 06:30:00 PM,14.3028,67.221,14.3028
43,12/18/19 06:35:00 PM,14.3052,67.221,14.3052
44,12/18/19 06:40:00 PM,14.3074,67.050,14.3074
45,12/18/19 06:45:00 PM,14.3074,67.050,14.3074
46,12/18/19 06:50:00 PM,14.3071,66.879,14.3071
47,12/18/19 06:55:00 PM,14.3071,66.879,14.3071
48,12/18/19 07:00:00 PM,14.3043,66.708,14.3043
49,12/18/19 07:05:00 PM,14.3091,66.708,14.3091
50,12/18/19 07:10:00 PM,14.3090,66.537,14.3090
51,12/18/19 07:15:00 PM,14.3090,66.537,14.3090
52,12/18/19 07:20:00 PM,14.3062,66.366,14.3062
53,12/18/19 07:25:00 PM,14.3087,66.366,14.3087
54,12/18/19 07:30:00 PM,14.3084,66.193,14.3084
55,12/18/19 07:35:00 PM,14.3109,66.193,14.3109
56,12/18/19 07:40:00 PM,14.3106,66.022,14.3106
57,12/18/19 07:45:00 PM,14.3106,66.022,14.3106
58,12/18/19 07:50:00 PM,14.3126,65.851,14.3126
59,12/18/19 07:55:00 PM,14.3103,65.851,14.3103
60,12/18/19 08:00:00 PM,14.3126,65.851,14.3126
61,12/18/19 08:05:00 PM,14.3125,65.680,14.3125
62,12/18/19 08:10:00 PM,14.3100,65.680,14.3100
63,12/18/19 08:15:00 PM,14.3100,65.680,14.3100
64,12/18/19 08:20:00 PM,14.3122,65.509,14.3122
65,12/18/19 08:25:00 PM,14.3122,65.509,14.3122
66,12/18/19 08:30:00 PM,14.3097,65.509,14.3097
67,12/18/19 08:35:00 PM,14.3122,65.509,14.3122
68,12/18/19 08:40:00 PM,14.3119,65.338,14.3119
69,12/18/19 08:45:00 PM,14.3144,65.338,14.3144
70,12/18/19 08:50:00 PM,14.3144,65.338,14.3144
71,12/18/19 08:55:00 PM,14.3119,65.338,14.3119
72,12/18/19 09:00:00 PM,14.3144,65.338,14.3144
73,12/18/19 09:05:00 PM,14.3144,65.338,14.3144
74,12/18/19 09:10:00 PM,14.3144,65.338,14.3144
75,12/18/19 09:15:00 PM,14.3164,65.167,14.3164
76,12/18/19 09:20:00 PM,14.3164,65.167,14.3164
77,12/18/19 09:25:00 PM,14.3164,65.167,14.3164
78,12/18/19 09:30:00 PM,14.3189,65.167,14.3189
79,12/18/19 09:35:00 PM,14.3189,65.167,14.3189
80,12/18/19 09:40:00 PM,14.3210,64.996,14.3210
81,12/18/19 09:45:00 PM,14.3210,64.996,14.3210
82,12/18/19 09:50:00 PM,14.3235,64.996,14.3235
83,12/18/19 09:55:00 PM,14.3235,64.996,14.3235
84,12/18/19 10:00:00 PM,14.3210,64.996,14.3210
85,12/18/19 10:05:00 PM,14.3210,64.996,14.3210
86,12/18/19 10:10:00 PM,14.3210,64.996,14.3210
87,12/18/19 10:15:00 PM,14.3210,64.996,14.3210
88,12/18/19 10:20:00 PM,14.3207,64.825,14.3207
89,12/18/19 10:25:00 PM,14.3255,64.825,14.3255
90,12/18/19 10:30:00 PM,14.3255,64.825,14.3255
91,12/18/19 10:35:00 PM,14.3255,64.825,14.3255
92,12/18/19 10:40:00 PM,14.3255,64.825,14.3255
93,12/18/19 10:45:00 PM,14.3255,64.825,14.3255
94,12/18/19 10:50:00 PM,14.3255,64.825,14.3255
95,12/18/19 10:55:00 PM,14.3232,64.825,14.3232
96,12/18/19 11:00:00 PM,14.3229,64.652,14.3229
97,12/18/19 11:05:00 PM,14.3229,64.652,14.3229
98,12/18/19 11:10:00 PM,14.3229,64.652,14.3229
99,12/18/19 11:15:00 PM,14.3229,64.652,14.3229
100,12/18/19 11:20:00 PM,14.3204,64.652,14.3204
101,12/18/19 11:25:00 PM,14.3204,64.652,14.3204
102,12/18/19 11:30:00 PM,14.3204,64.652,14.3204
103,12/18/19 11:35:00 PM,14.3204,64.652,14.3204
104,12/18/19 11:40:00 PM,14.3229,64.652,14.3229
105,12/18/19 11:45:00 PM,14.3204,64.652,14.3204
106,12/18/19 11:50:00 PM,14.3204,64.652,14.3204
107,12/18/19 11:55:00 PM,14.3180,64.652,14.3180
108,12/19/19 12:00:00 AM,14.3204,64.652,14.3204
109,12/19/19 12:05:00 AM,14.3180,64.652,14.3180
110,12/19/19 12:10:00 AM,14.3180,64.652,14.3180
111,12/19/19 12:15:00 AM,14.3180,64.652,14.3180
112,12/19/19 12:20:00 AM,14.3202,64.481,14.3202
113,12/19/19 12:25:00 AM,14.3154,64.481,14.3154
114,12/19/19 12:30:00 AM,14.3178,64.481,14.3178
115,12/19/19 12:35:00 AM,14.3154,64.481,14.3154
116,12/19/19 12:40:00 AM,14.3129,64.481,14.3129
117,12/19/19 12:45:00 AM,14.3154,64.481,14.3154
118,12/19/19 12:50:00 AM,14.3154,64.481,14.3154
119,12/19/19 12:55:00 AM,14.3154,64.481,14.3154
120,12/19/19 01:00:00 AM,14.3129,64.481,14.3129
121,12/19/19 01:05:00 AM,14.3129,64.481,14.3129
122,12/19/19 01:10:00 AM,14.3106,64.481,14.3106
123,12/19/19 01:15:00 AM,14.3106,64.481,14.3106
124,12/19/19 01:20:00 AM,14.3129,64.481,14.3129
125,12/19/19 01:25:00 AM,14.3081,64.481,14.3081
126,12/19/19 01:30:00 AM,14.3103,64.310,14.3103
127,12/19/19 01:35:00 AM,14.3126,64.310,14.3126
128,12/19/19 01:40:00 AM,14.3103,64.310,14.3103
129,12/19/19 01:45:00 AM,14.3103,64.310,14.3103
130,12/19/19 01:50:00 AM,14.3103,64.310,14.3103
131,12/19/19 01:55:00 AM,14.3078,64.310,14.3078
132,12/19/19 02:00:00 AM,14.3078,64.310,14.3078
133,12/19/19 02:05:00 AM,14.3078,64.310,14.3078
134,12/19/19 02:10:00 AM,14.3054,64.310,14.3054
135,12/19/19 02:15:00 AM,14.3051,64.139,14.3051
136,12/19/19 02:20:00 AM,14.3075,64.139,14.3075
137,12/19/19 02:25:00 AM,14.3051,64.139,14.3051
138,12/19/19 02:30:00 AM,14.3051,64.139,14.3051
139,12/19/19 02:35:00 AM,14.3051,64.139,14.3051
140,12/19/19 02:40:00 AM,14.3051,64.139,14.3051
141,12/19/19 02:45:00 AM,14.3028,64.139,14.3028
142,12/19/19 02:50:00 AM,14.3051,64.139,14.3051
143,12/19/19 02:55:00 AM,14.3028,64.139,14.3028
144,12/19/19 03:00:00 AM,14.3000,63.968,14.3000
145,12/19/19 03:05:00 AM,14.3025,63.968,14.3025
146,12/19/19 03:10:00 AM,14.3000,63.968,14.3000
147,12/19/19 03:15:00 AM,14.3000,63.968,14.3000
148,12/19/19 03:20:00 AM,14.3025,63.968,14.3025
149,12/19/19 03:25:00 AM,14.3000,63.968,14.3000
150,12/19/19 03:30:00 AM,14.3000,63.968,14.3000
151,12/19/19 03:35:00 AM,14.3000,63.968,14.3000
152,12/19/19 03:40:00 AM,14.3000,63.968,14.3000
153,12/19/19 03:45:00 AM,14.3000,63.968,14.3000
154,12/19/19 03:50:00 AM,14.2997,63.797,14.2997
155,12/19/19 03:55:00 AM,14.2997,63.797,14.2997
156,12/19/19 04:00:00 AM,14.2974,63.797,14.2974
157,12/19/19 04:05:00 AM,14.2997,63.797,14.2997
158,12/19/19 04:10:00 AM,14.2997,63.797,14.2997
159,12/19/19 04:15:00 AM,14.2997,63.797,14.2997
160,12/19/19 04:20:00 AM,14.2997,63.797,14.2997
161,12/19/19 04:25:00 AM,14.2997,63.797,14.2997
162,12/19/19 04:30:00 AM,14.3022,63.797,14.3022
163,12/19/19 04:35:00 AM,14.3022,63.797,14.3022
164,12/19/19 04:40:00 AM,14.3022,63.797,14.3022
165,12/19/19 04:45:00 AM,14.3046,63.797,14.3046
166,12/19/19 04:50:00 AM,14.3043,63.626,14.3043
167,12/19/19 04:55:00 AM,14.3043,63.626,14.3043
168,12/19/19 05:00:00 AM,14.3043,63.626,14.3043
169,12/19/19 05:05:00 AM,14.3019,63.626,14.3019
170,12/19/19 05:10:00 AM,14.3068,63.626,14.3068
171,12/19/19 05:15:00 AM,14.3043,63.626,14.3043
172,12/19/19 05:20:00 AM,14.3043,63.626,14.3043
173,12/19/19 05:25:00 AM,14.3068,63.626,14.3068
174,12/19/19 05:30:00 AM,14.3043,63.626,14.3043
175,12/19/19 05:35:00 AM,14.3043,63.626,14.3043
176,12/19/19 05:40:00 AM,14.3068,63.626,14.3068
177,12/19/19 05:45:00 AM,14.3065,63.455,14.3065
178,12/19/19 05:50:00 AM,14.3041,63.455,14.3041
179,12/19/19 05:55:00 AM,14.3065,63.455,14.3065
180,12/19/19 06:00:00 AM,14.3065,63.455,14.3065
181,12/19/19 06:05:00 AM,14.3065,63.455,14.3065
182,12/19/19 06:10:00 AM,14.3065,63.455,14.3065
183,12/19/19 06:15:00 AM,14.3088,63.455,14.3088
184,12/19/19 06:20:00 AM,14.3088,63.455,14.3088
185,12/19/19 06:25:00 AM,14.3091,63.626,14.3091
186,12/19/19 06:30:00 AM,14.3116,63.626,14.3116
187,12/19/19 06:35:00 AM,14.3116,63.626,14.3116
188,12/19/19 06:40:00 AM,14.3116,63.626,14.3116
189,12/19/19 06:45:00 AM,14.3116,63.626,14.3116
190,12/19/19 06:50:00 AM,14.3119,63.797,14.3119
191,12/19/19 06:55:00 AM,14.3142,63.797,14.3142
192,12/19/19 07:00:00 AM,14.3142,63.797,14.3142
193,12/19/19 07:05:00 AM,14.3142,63.797,14.3142
194,12/19/19 07:10:00 AM,14.3145,63.968,14.3145
195,12/19/19 07:15:00 AM,14.3145,63.968,14.3145
196,12/19/19 07:20:00 AM,14.3170,63.968,14.3170
197,12/19/19 07:25:00 AM,14.3173,64.139,14.3173
198,12/19/19 07:30:00 AM,14.3123,64.139,14.3123
199,12/19/19 07:35:00 AM,14.3151,64.310,14.3151
200,12/19/19 07:40:00 AM,14.3126,64.310,14.3126
201,12/19/19 07:45:00 AM,14.3154,64.481,14.3154
202,12/19/19 07:50:00 AM,14.3132,64.652,14.3132
203,12/19/19 07:55:00 AM,14.3132,64.652,14.3132
204,12/19/19 08:00:00 AM,14.3135,64.825,14.3135
205,12/19/19 08:05:00 AM,14.3113,64.996,14.3113
206,12/19/19 08:10:00 AM,14.3119,65.338,14.3119
207,12/19/19 08:15:00 AM,14.3122,65.509,14.3122
208,12/19/19 08:20:00 AM,14.3100,65.680,14.3100
209,12/19/19 08:25:00 AM,14.3103,65.851,14.3103
210,12/19/19 08:30:00 AM,14.3109,66.193,14.3109
211,12/19/19 08:35:00 AM,14.3110,66.366,14.3110
212,12/19/19 08:40:00 AM,14.3113,66.537,14.3113
213,12/19/19 08:45:00 AM,14.3068,66.708,14.3068
214,12/19/19 08:50:00 AM,14.3071,66.879,14.3071
215,12/19/19 08:55:00 AM,14.3049,67.050,14.3049
216,12/19/19 09:00:00 AM,14.3028,67.221,14.3028
217,12/19/19 09:05:00 AM,14.3033,67.564,14.3033
218,12/19/19 09:10:00 AM,14.3036,67.735,14.3036
219,12/19/19 09:15:00 AM,14.3039,67.906,14.3039
220,12/19/19 09:20:00 AM,14.3043,68.248,14.3043
221,12/19/19 09:25:00 AM,14.3023,68.421,14.3023
222,12/19/19 09:30:00 AM,14.3029,68.763,14.3029
223,12/19/19 09:35:00 AM,14.3007,68.934,14.3007
224,12/19/19 09:40:00 AM,14.3010,69.107,14.3010
225,12/19/19 09:45:00 AM,14.2991,69.449,14.2991
226,12/19/19 09:50:00 AM,14.2994,69.622,14.2994
227,12/19/19 09:55:00 AM,14.2975,69.964,14.2975
228,12/19/19 10:00:00 AM,14.2954,70.137,14.2954
229,12/19/19 10:05:00 AM,14.2959,70.480,14.2959
230,12/19/19 10:10:00 AM,14.2965,70.824,14.2965
231,12/19/19 10:15:00 AM,14.2968,70.995,14.2968
232,12/19/19 10:20:00 AM,14.2974,71.339,14.2974
233,12/19/19 10:25:00 AM,14.2952,71.512,14.2952
234,12/19/19 10:30:00 AM,14.2930,71.683,14.2930
235,12/19/19 10:35:00 AM,14.2936,72.028,14.2936
236,12/19/19 10:40:00 AM,14.2914,72.199,14.2914
237,12/19/19 10:45:00 AM,14.2917,72.372,14.2917
238,12/19/19 10:50:00 AM,14.2897,72.545,14.2897
239,12/19/19 10:55:00 AM,14.2875,72.718,14.2875
240,12/19/19 11:00:00 AM,14.2853,72.891,14.2853
241,12/19/19 11:05:00 AM,14.2856,73.062,14.2856
242,12/19/19 11:10:00 AM,14.2856,73.062,14.2856
243,12/19/19 11:15:00 AM,14.2859,73.234,14.2859
244,12/19/19 11:20:00 AM,14.2862,73.407,14.2862
245,12/19/19 11:25:00 AM,14.2862,73.407,14.2862
246,12/19/19 11:30:00 AM,14.2840,73.580,14.2840
247,12/19/19 11:35:00 AM,14.2817,73.580,14.2817
248,12/19/19 11:40:00 AM,14.2820,73.753,14.2820
249,12/19/19 11:45:00 AM,14.2795,73.753,14.2795
250,12/19/19 11:50:00 AM,14.2823,73.926,14.2823
251,12/19/19 11:55:00 AM,14.2823,73.926,14.2823
252,12/19/19 12:00:00 PM,14.2801,74.098,14.2801
253,12/19/19 12:05:00 PM,14.2777,74.098,14.2777
254,12/19/19 12:10:00 PM,14.2756,74.271,14.2756
255,12/19/19 12:15:00 PM,14.2756,74.271,14.2756
256,12/19/19 12:20:00 PM,14.2707,74.271,14.2707
257,12/19/19 12:25:00 PM,14.2710,74.446,14.2710
258,12/19/19 12:30:00 PM,14.2685,74.446,14.2685
259,12/19/19 12:35:00 PM,14.2688,74.619,14.2688
260,12/19/19 12:40:00 PM,14.2688,74.619,14.2688
261,12/19/19 12:45:00 PM,14.2668,74.791,14.2668
262,12/19/19 12:50:00 PM,14.2646,74.964,14.2646
263,12/19/19 12:55:00 PM,14.2646,74.964,14.2646
264,12/19/19 01:00:00 PM,14.2624,75.139,14.2624
265,12/19/19 01:05:00 PM,14.2627,75.312,14.2627
266,12/19/19 01:10:00 PM,14.2627,75.312,14.2627
267,12/19/19 01:15:00 PM,14.2627,75.312,14.2627
268,12/19/19 01:20:00 PM,14.2630,75.484,14.2630
269,12/19/19 01:25:00 PM,14.2610,75.659,14.2610
270,12/19/19 01:30:00 PM,14.2633,75.659,14.2633
271,12/19/19 01:35:00 PM,14.2613,75.832,14.2613
272,12/19/19 01:40:00 PM,14.2613,75.832,14.2613
273,12/19/19 01:45:00 PM,14.2588,75.832,14.2588
274,12/19/19 01:50:00 PM,14.2588,75.832,14.2588
275,12/19/19 01:55:00 PM,14.2585,75.659,14.2585
276,12/19/19 02:00:00 PM,14.2560,75.659,14.2560
277,12/19/19 02:05:00 PM,14.2560,75.659,14.2560
278,12/19/19 02:10:00 PM,14.2560,75.659,14.2560
279,12/19/19 02:15:00 PM,14.2537,75.659,14.2537
280,12/19/19 02:20:00 PM,14.2558,75.484,14.2558
281,12/19/19 02:25:00 PM,14.2558,75.484,14.2558
282,12/19/19 02:30:00 PM,14.2555,75.312,14.2555
283,12/19/19 02:35:00 PM,14.2552,75.139,14.2552
284,12/19/19 02:40:00 PM,14.2552,75.139,14.2552
285,12/19/19 02:45:00 PM,14.2549,74.964,14.2549
286,12/19/19 02:50:00 PM,14.2571,74.791,14.2571
287,12/19/19 02:55:00 PM,14.2610,74.271,14.2610
288,12/19/19 03:00:00 PM,14.2584,74.098,14.2584
289,12/19/19 03:05:00 PM,14.2559,74.098,14.2559
290,12/19/19 03:10:00 PM,14.2559,74.098,14.2559
291,12/19/19 03:15:00 PM,14.2537,74.271,14.2537
292,12/19/19 03:20:00 PM,14.2559,74.098,14.2559
293,12/19/19 03:25:00 PM,14.2531,73.926,14.2531
294,12/19/19 03:30:00 PM,14.2534,74.098,14.2534
295,12/19/19 03:35:00 PM,14.2537,74.271,14.2537
296,12/19/19 03:40:00 PM,14.2520,74.619,14.2520
297,12/19/19 03:45:00 PM,14.2523,74.791,14.2523
298,12/19/19 03:50:00 PM,14.2498,74.791,14.2498
299,12/19/19 03:55:00 PM,14.2476,74.964,14.2476
300,12/19/19 04:00:00 PM,14.2455,75.139,14.2455
301,12/19/19 04:05:00 PM,14.2460,75.484,14.2460
302,12/19/19 04:10:00 PM,14.2463,75.659,14.2463
303,12/19/19 04:15:00 PM,14.2460,75.484,14.2460
304,12/19/19 04:20:00 PM,14.2455,75.139,14.2455
305,12/19/19 04:25:00 PM,14.2471,74.619,14.2471
306,12/19/19 04:30:00 PM,14.2465,74.271,14.2465
307,12/19/19 04:35:00 PM,14.2434,73.926,14.2434
308,12/19/19 04:40:00 PM,14.2430,73.580,14.2430
309,12/19/19 04:45:00 PM,14.2424,73.234,14.2424
310,12/19/19 04:50:00 PM,14.2421,73.062,14.2421
311,12/19/19 04:55:00 PM,14.2442,72.891,14.2442
312,12/19/19 05:00:00 PM,14.2439,72.718,14.2439
313,12/19/19 05:05:00 PM,14.2460,72.545,14.2460
314,12/19/19 05:10:00 PM,14.2458,72.372,14.2458
315,12/19/19 05:15:00 PM,14.2458,72.372,14.2458
316,12/19/19 05:20:00 PM,14.2455,72.199,14.2455
317,12/19/19 05:25:00 PM,14.2452,72.028,14.2452
318,12/19/19 05:30:00 PM,14.2473,71.856,14.2473
319,12/19/19 05:35:00 PM,14.2473,71.856,14.2473
320,12/19/19 05:40:00 PM,14.2471,71.683,14.2471
321,12/19/19 05:45:00 PM,14.2468,71.512,14.2468
322,12/19/19 05:50:00 PM,14.2468,71.512,14.2468
323,12/19/19 05:55:00 PM,14.2465,71.339,14.2465
324,12/19/19 06:00:00 PM,14.2465,71.339,14.2465
325,12/19/19 06:05:00 PM,14.2440,71.339,14.2440
326,12/19/19 06:10:00 PM,14.2465,71.339,14.2465
327,12/19/19 06:15:00 PM,14.2487,71.168,14.2487
328,12/19/19 06:20:00 PM,14.2508,70.995,14.2508
329,12/19/19 06:25:00 PM,14.2505,70.824,14.2505
330,12/19/19 06:30:00 PM,14.2505,70.824,14.2505
331,12/19/19 06:35:00 PM,14.2502,70.651,14.2502
332,12/19/19 06:40:00 PM,14.2524,70.480,14.2524
333,12/19/19 06:45:00 PM,14.2524,70.480,14.2524
334,12/19/19 06:50:00 PM,14.2521,70.308,14.2521
335,12/19/19 06:55:00 PM,14.2521,70.308,14.2521
336,12/19/19 07:00:00 PM,14.2494,70.137,14.2494
337,12/19/19 07:05:00 PM,14.2518,70.137,14.2518
338,12/19/19 07:10:00 PM,14.2539,69.964,14.2539
339,12/19/19 07:15:00 PM,14.2513,69.793,14.2513
340,12/19/19 07:20:00 PM,14.2560,69.793,14.2560
341,12/19/19 07:25:00 PM,14.2558,69.622,14.2558
342,12/19/19 07:30:00 PM,14.2531,69.449,14.2531
343,12/19/19 07:35:00 PM,14.2555,69.449,14.2555
344,12/19/19 07:40:00 PM,14.2529,69.278,14.2529
345,12/19/19 07:45:00 PM,14.2529,69.278,14.2529
346,12/19/19 07:50:00 PM,14.2550,69.107,14.2550
347,12/19/19 07:55:00 PM,14.2547,68.934,14.2547
348,12/19/19 08:00:00 PM,14.2547,68.934,14.2547
349,12/19/19 08:05:00 PM,14.2568,68.763,14.2568
350,12/19/19 08:10:00 PM,14.2568,68.763,14.2568
351,12/19/19 08:15:00 PM,14.2568,68.763,14.2568
352,12/19/19 08:20:00 PM,14.2614,68.592,14.2614
353,12/19/19 08:25:00 PM,14.2614,68.592,14.2614
354,12/19/19 08:30:00 PM,14.2614,68.592,14.2614
355,12/19/19 08:35:00 PM,14.2636,68.421,14.2636
356,12/19/19 08:40:00 PM,14.2636,68.421,14.2636
357,12/19/19 08:45:00 PM,14.2611,68.421,14.2611
358,12/19/19 08:50:00 PM,14.2608,68.248,14.2608
359,12/19/19 08:55:00 PM,14.2633,68.248,14.2633
360,12/19/19 09:00:00 PM,14.2633,68.248,14.2633
361,12/19/19 09:05:00 PM,14.2630,68.077,14.2630
362,12/19/19 09:10:00 PM,14.2655,68.077,14.2655
363,12/19/19 09:15:00 PM,14.2630,68.077,14.2630
364,12/19/19 09:20:00 PM,14.2652,67.906,14.2652
365,12/19/19 09:25:00 PM,14.2627,67.906,14.2627
366,12/19/19 09:30:00 PM,14.2652,67.906,14.2652
367,12/19/19 09:35:00 PM,14.2675,67.906,14.2675
368,12/19/19 09:40:00 PM,14.2700,67.906,14.2700
369,12/19/19 09:45:00 PM,14.2697,67.735,14.2697
370,12/19/19 09:50:00 PM,14.2672,67.735,14.2672
371,12/19/19 09:55:00 PM,14.2697,67.735,14.2697
372,12/19/19 10:00:00 PM,14.2697,67.735,14.2697
373,12/19/19 10:05:00 PM,14.2671,67.564,14.2671
374,12/19/19 10:10:00 PM,14.2694,67.564,14.2694
375,12/19/19 10:15:00 PM,14.2671,67.564,14.2671
376,12/19/19 10:20:00 PM,14.2671,67.564,14.2671
377,12/19/19 10:25:00 PM,14.2643,67.392,14.2643
378,12/19/19 10:30:00 PM,14.2668,67.392,14.2668
379,12/19/19 10:35:00 PM,14.2668,67.392,14.2668
380,12/19/19 10:40:00 PM,14.2691,67.392,14.2691
381,12/19/19 10:45:00 PM,14.2691,67.392,14.2691
382,12/19/19 10:50:00 PM,14.2688,67.221,14.2688
383,12/19/19 10:55:00 PM,14.2688,67.221,14.2688
384,12/19/19 11:00:00 PM,14.2665,67.221,14.2665
385,12/19/19 11:05:00 PM,14.2688,67.221,14.2688
386,12/19/19 11:10:00 PM,14.2688,67.221,14.2688
387,12/19/19 11:15:00 PM,14.2665,67.221,14.2665
388,12/19/19 11:20:00 PM,14.2665,67.221,14.2665
389,12/19/19 11:25:00 PM,14.2688,67.221,14.2688
390,12/19/19 11:30:00 PM,14.2640,67.221,14.2640
391,12/19/19 11:35:00 PM,14.2665,67.221,14.2665
392,12/19/19 11:40:00 PM,14.2688,67.221,14.2688
393,12/19/19 11:45:00 PM,14.2665,67.221,14.2665
394,12/19/19 11:50:00 PM,14.2665,67.221,14.2665
395,12/19/19 11:55:00 PM,14.2665,67.221,14.2665
396,12/20/19 12:00:00 AM,14.2662,67.050,14.2662
397,12/20/19 12:05:00 AM,14.2662,67.050,14.2662
398,12/20/19 12:10:00 AM,14.2662,67.050,14.2662
399,12/20/19 12:15:00 AM,14.2662,67.050,14.2662
400,12/20/19 12:20:00 AM,14.2687,67.050,14.2687
401,12/20/19 12:25:00 AM,14.2687,67.050,14.2687
402,12/20/19 12:30:00 AM,14.2662,67.050,14.2662
403,12/20/19 12:35:00 AM,14.2662,67.050,14.2662
404,12/20/19 12:40:00 AM,14.2662,67.050,14.2662
405,12/20/19 12:45:00 AM,14.2662,67.050,14.2662
406,12/20/19 12:50:00 AM,14.2662,67.050,14.2662
407,12/20/19 12:55:00 AM,14.2662,67.050,14.2662
408,12/20/19 01:00:00 AM,14.2662,67.050,14.2662
409,12/20/19 01:05:00 AM,14.2634,66.879,14.2634
410,12/20/19 01:10:00 AM,14.2611,66.879,14.2611
411,12/20/19 01:15:00 AM,14.2611,66.879,14.2611
412,12/20/19 01:20:00 AM,14.2611,66.879,14.2611
413,12/20/19 01:25:00 AM,14.2611,66.879,14.2611
414,12/20/19 01:30:00 AM,14.2611,66.879,14.2611
415,12/20/19 01:35:00 AM,14.2584,66.708,14.2584
416,12/20/19 01:40:00 AM,14.2584,66.708,14.2584
417,12/20/19 01:45:00 AM,14.2584,66.708,14.2584
418,12/20/19 01:50:00 AM,14.2584,66.708,14.2584
419,12/20/19 01:55:00 AM,14.2584,66.708,14.2584
420,12/20/19 02:00:00 AM,14.2581,66.537,14.2581
421,12/20/19 02:05:00 AM,14.2605,66.537,14.2605
422,12/20/19 02:10:00 AM,14.2578,66.366,14.2578
423,12/20/19 02:15:00 AM,14.2603,66.366,14.2603
424,12/20/19 02:20:00 AM,14.2578,66.366,14.2578
425,12/20/19 02:25:00 AM,14.2575,66.193,14.2575
426,12/20/19 02:30:00 AM,14.2552,66.193,14.2552
427,12/20/19 02:35:00 AM,14.2552,66.193,14.2552
428,12/20/19 02:40:00 AM,14.2552,66.193,14.2552
429,12/20/19 02:45:00 AM,14.2549,66.022,14.2549
430,12/20/19 02:50:00 AM,14.2524,66.022,14.2524
431,12/20/19 02:55:00 AM,14.2549,66.022,14.2549
432,12/20/19 03:00:00 AM,14.2549,66.022,14.2549
433,12/20/19 03:05:00 AM,14.2498,65.851,14.2498
434,12/20/19 03:10:00 AM,14.2498,65.851,14.2498
435,12/20/19 03:15:00 AM,14.2501,66.022,14.2501
436,12/20/19 03:20:00 AM,14.2501,66.022,14.2501
437,12/20/19 03:25:00 AM,14.2524,66.022,14.2524
438,12/20/19 03:30:00 AM,14.2502,66.193,14.2502
439,12/20/19 03:35:00 AM,14.2502,66.193,14.2502
440,12/20/19 03:40:00 AM,14.2479,66.193,14.2479
441,12/20/19 03:45:00 AM,14.2455,66.193,14.2455
442,12/20/19 03:50:00 AM,14.2455,66.193,14.2455
443,12/20/19 03:55:00 AM,14.2455,66.193,14.2455
444,12/20/19 04:00:00 AM,14.2430,66.193,14.2430
445,12/20/19 04:05:00 AM,14.2455,66.193,14.2455
446,12/20/19 04:10:00 AM,14.2430,66.193,14.2430
447,12/20/19 04:15:00 AM,14.2430,66.193,14.2430
