 30/03/2020 Cadeia - Canais : 5 - Intervalo : 00:10:00
Número de série: E102 02 2012A
Data e hora: 30/03/2020 11:23:30[Manager], 30/03/2020 11:30:06[Estação], 00:06:35[Offset],
Latitude = , Longitude = 
Estação: [SL2000 PNV 4.401 Aug  8 2015 Solar Instrumentacao], Manager: [4.0.0.3]

Configuração dos sensores :
Precipitação    : 0,0000000X³ + 0,0000000X² + 0,2000000X + 0,0000000 [  mm   ] - Offset: 0,0000000
Sedimentos      : 0,0000000X³ + 0,0000000X² + 1,0000000X + 0,0000000 [  mV   ] - Offset: 0,0000000
Nível           : 0,0000000X³ + 0,0000000X² + 6,0281000X - 237,77000 [  cm   ] - Offset: 31,000000
Vazão           : 0,1760000H ^ 1,5470001 [       ] - Offset: 0,0000000
Bateria         : 0,0000000X³ + 0,0000000X² + 0,0043000X + 0,0000000 [ Volts ] - Offset: 0,0000000

----------------------------------------------------------------------------------------------------
                      Precipitação     Sedimentos        Nível           Vazão          Bateria     
----------------------------------------------------------------------------------------------------
                           mm              mV              cm                            Volts      
----------------------------------------------------------------------------------------------------
04/03/2020 22:50:20     0,000           0,000           80,282         155,582          12,333     
04/03/2020 23:00:20     0,000           0,000           80,282         155,582          12,328     
04/03/2020 23:10:20     0,000           0,000           80,282         155,582          12,322     
04/03/2020 23:20:20     0,000           0,000           80,282         155,582          12,317     
04/03/2020 23:30:20     0,000           0,000           80,282         155,582          12,312     
04/03/2020 23:40:20     0,000           0,000           80,282         155,582          12,312     
04/03/2020 23:50:20     0,000           0,000           72,922         134,077          12,307     
05/03/2020 00:00:20     0,000           0,000           80,282         134,077          12,307     
05/03/2020 00:10:20     0,000           0,000           72,922         134,077          12,301     
05/03/2020 00:20:20     0,000           0,000           72,922         134,077          12,296     
05/03/2020 00:30:20     0,000           0,000           72,922         134,077          12,291     
05/03/2020 00:40:20     0,000           0,000           72,922         134,077          12,291     
05/03/2020 00:50:20     0,000           0,000           72,922         134,077          12,286     
05/03/2020 01:00:20     0,000           0,000           72,922         134,077          12,280     
05/03/2020 01:10:20     0,000           0,000           72,922         134,077          12,280     
05/03/2020 01:20:20     0,000           0,000           72,922         134,077          12,275     
05/03/2020 01:30:20     0,000           0,000           72,922         134,077          12,270     
05/03/2020 01:40:20     0,000           0,000           72,922         134,077          12,265     
05/03/2020 01:50:20     0,000           0,000           72,922         134,077          12,265     
05/03/2020 02:00:20     0,000           0,000           72,922         134,077          12,259     
05/03/2020 02:10:20     0,000           0,000           72,922         134,077          12,254     
05/03/2020 02:20:20     0,000           0,000           72,922         134,077          12,249     
05/03/2020 02:30:20     0,000           0,000           72,922         134,077          12,249     
05/03/2020 02:40:20     0,000           0,000           72,922         134,077          12,244     
05/03/2020 02:50:20     0,000           0,000           72,922         134,077          12,238     
05/03/2020 03:00:20     0,000           0,000           72,922         134,077          12,233     
05/03/2020 03:10:20     0,000           0,000           72,922         134,077          12,228     
05/03/2020 03:20:20     0,000           0,000           72,922         134,077          12,228     
05/03/2020 03:30:20     0,000           0,000           72,922         134,077          12,223     
05/03/2020 03:40:20     0,000           0,000           72,922         134,077          12,217     
05/03/2020 03:50:20     0,000           0,000           72,922         134,077          12,212     
05/03/2020 04:00:20     0,000           0,000           65,562         113,729          12,207     
05/03/2020 04:10:20     0,000           0,000           65,562         113,729          12,202     
05/03/2020 04:20:20     0,000           0,000           65,562         113,729          12,196     
05/03/2020 04:30:20     0,000           0,000           65,562         113,729          12,191     
05/03/2020 04:40:20     0,000           0,000           65,562         113,729          12,186     
05/03/2020 04:50:20     0,000           0,000           65,562         113,729          12,181     
05/03/2020 05:00:20     0,000           0,000           65,562         113,729          12,175     
05/03/2020 05:10:20     0,000           0,000           72,922         134,077          12,165     
05/03/2020 05:20:20     0,000           0,000           80,282         155,582          12,160     
05/03/2020 05:30:20     0,000           0,000           87,643         178,194          12,154     
05/03/2020 05:40:20     0,000           0,000          102,363         226,572          12,144     
05/03/2020 05:50:20     0,000           0,000          109,724         252,265          12,139     
05/03/2020 06:00:20     0,000           0,000          124,444         306,506          12,133     
05/03/2020 06:10:20     0,000           0,000          131,805         335,000          12,128     
05/03/2020 06:20:20     0,000           0,000          161,246         457,612          12,118     
05/03/2020 06:30:20     0,000           0,000          153,886         425,704          12,118     
05/03/2020 06:40:20     0,000           0,000          146,525         394,620          12,123     
05/03/2020 06:50:20     0,000           0,000          131,805         335,000          12,128     
05/03/2020 07:00:20     0,000           0,000          117,084         278,919          12,139     
05/03/2020 07:10:20     0,000           0,000          102,363         226,572          12,144     
05/03/2020 07:20:20     0,000           0,000           72,922         134,077          12,280     
05/03/2020 07:30:20     0,000           0,000           80,282         155,582          12,580     
05/03/2020 07:40:20     0,000           0,000           87,643         178,194          12,984     
05/03/2020 07:50:20     0,000           0,000           95,003         201,870          13,163     
05/03/2020 08:00:20     0,000           0,000           95,003         201,870          13,163     
05/03/2020 08:10:20     0,000           0,000           95,003         201,870          13,168     
05/03/2020 08:20:20     0,000           0,000           95,003         201,870          13,184     
05/03/2020 08:30:20     0,000           0,000           95,003         201,870          13,210     
05/03/2020 08:40:20     0,000           0,000           95,003         201,870          13,247     
05/03/2020 08:50:20     0,000           0,000           95,003         201,870          13,299     
05/03/2020 09:00:20     0,000           0,000           95,003         201,870          13,367     
05/03/2020 09:10:20     0,000           0,000          102,363         226,572          13,462     
05/03/2020 09:20:20     0,000           0,000          102,363         226,572          13,467     
05/03/2020 09:30:20     0,000           0,000           95,003         201,870          13,430     
05/03/2020 09:40:20     0,000           0,000           87,643         178,194          12,942     
05/03/2020 09:50:20     0,000           0,000           95,003         226,572          13,404     
05/03/2020 10:00:20     0,000           0,000           87,643         178,194          12,942     
05/03/2020 10:10:20     0,000           0,000           87,643         178,194          13,000     
05/03/2020 10:20:20     0,000           0,000           95,003         201,870          13,184     
05/03/2020 10:30:20     0,000           0,000           95,003         201,870          13,425     
05/03/2020 10:40:20     0,000           0,000           95,003         201,870          13,210     
05/03/2020 10:50:20     0,000           0,000           95,003         201,870          13,352     
05/03/2020 11:00:20     0,000           0,000           95,003         201,870          13,336     
05/03/2020 11:10:20     0,000           0,000           95,003         201,870          13,331     
05/03/2020 11:20:20     0,000           0,000           95,003         201,870          13,336     
05/03/2020 11:30:20     0,000           0,000           95,003         201,870          13,336     
05/03/2020 11:40:20     0,000           0,000           95,003         201,870          13,336     
05/03/2020 11:50:20     0,000           0,000           95,003         201,870          13,325     
05/03/2020 12:00:20     0,000           0,000           95,003         201,870          13,320     
05/03/2020 12:10:20     0,000           0,000           95,003         201,870          13,357     
05/03/2020 12:20:20     0,000           0,000           95,003         201,870          13,357     
05/03/2020 12:30:20     0,000           0,000           95,003         201,870          13,331     
05/03/2020 12:40:20     0,000           0,000           95,003         201,870          13,346     
05/03/2020 12:50:20     0,000           0,000           95,003         201,870          13,331     
05/03/2020 13:00:20     0,000           0,000           95,003         201,870          13,336     
05/03/2020 13:10:20     0,000           0,000           95,003         201,870          13,362     
05/03/2020 13:20:20     0,000           0,000           95,003         201,870          13,373     
05/03/2020 13:30:20     0,000           0,000           95,003         201,870          13,352     
05/03/2020 13:40:20     0,000           0,000           95,003         201,870          13,357     
05/03/2020 13:50:20     0,000           0,000           95,003         201,870          13,346     
05/03/2020 14:00:20     0,000           0,000           95,003         201,870          13,341     
05/03/2020 14:10:20     0,000           0,000           95,003         201,870          13,331     
05/03/2020 14:20:20     0,000           0,000           95,003         201,870          13,304     
05/03/2020 14:30:20     0,000           0,000           87,643         178,194          13,042     
05/03/2020 14:40:20     0,000           0,000           87,643         178,194          13,047     
05/03/2020 14:50:20     0,000           0,000           87,643         178,194          13,052     
05/03/2020 15:00:20     0,000           0,000           87,643         178,194          13,010     
05/03/2020 15:10:20     0,000           0,000           87,643         178,194          13,010     
05/03/2020 15:20:20     0,000           0,000           87,643         178,194          13,010     
05/03/2020 15:30:20     0,000           0,000           87,643         178,194          13,031     
05/03/2020 15:40:20     0,000           0,000           87,643         178,194          13,016     
05/03/2020 15:50:20     0,000           0,000           87,643         178,194          13,000     
