"Plot Title: EH-HS02 Can"
"#","Date Time, GMT-03:00","Nível de Água, Metros (LGR S/N: 10631709, SEN S/N: 10260378)","Rain, in (LGR S/N: 10631709, SEN S/N: 10573338)","Máx.: Nível de Água, Metros (LGR S/N: 10631709)","Máx.: Chuva, in (LGR S/N: 10631709)"
467,03/22/18 05:53:00 PM,0.4524,0.000,,
468,03/22/18 05:53:30 PM,0.4524,0.000,,
469,03/22/18 05:54:00 PM,0.4524,0.000,,
470,03/22/18 05:54:30 PM,0.4524,0.000,,
471,03/22/18 05:55:00 PM,0.4524,0.000,0.4584,0.000
472,03/22/18 05:55:30 PM,0.4524,0.000,,
473,03/22/18 05:56:00 PM,0.4524,0.000,,
474,03/22/18 05:56:30 PM,0.4524,0.000,,
475,03/22/18 05:57:00 PM,0.4524,0.000,,
476,03/22/18 05:57:30 PM,0.4524,0.000,,
477,03/22/18 05:58:00 PM,0.4584,0.000,,
478,03/22/18 05:58:30 PM,0.4524,0.000,,
479,03/22/18 05:59:00 PM,0.4584,0.000,,
480,03/22/18 05:59:30 PM,0.4524,0.000,,
481,03/22/18 06:00:00 PM,0.4524,0.000,0.4524,0.000
482,03/22/18 06:00:30 PM,0.4524,0.000,,
483,03/22/18 06:01:00 PM,0.4524,0.000,,
484,03/22/18 06:01:30 PM,0.4524,0.000,,
485,03/22/18 06:02:00 PM,0.4524,0.000,,
486,03/22/18 06:02:30 PM,0.4524,0.000,,
487,03/22/18 06:03:00 PM,0.4524,0.000,,
488,03/22/18 06:03:30 PM,0.4524,0.000,,
489,03/22/18 06:04:00 PM,0.4524,0.000,,
490,03/22/18 06:04:30 PM,0.4524,0.000,,
491,03/22/18 06:05:00 PM,0.4524,0.000,0.4524,0.000
492,03/22/18 06:05:30 PM,0.4524,0.000,,
493,03/22/18 06:06:00 PM,0.4524,0.000,,
494,03/22/18 06:06:30 PM,0.4524,0.000,,
495,03/22/18 06:07:00 PM,0.4524,0.000,,
496,03/22/18 06:07:30 PM,0.4524,0.000,,
497,03/22/18 06:08:00 PM,0.4524,0.000,,
498,03/22/18 06:08:30 PM,0.4524,0.000,,
499,03/22/18 06:09:00 PM,0.4524,0.000,,
500,03/22/18 06:09:30 PM,0.4524,0.000,,
501,03/22/18 06:10:00 PM,0.4524,0.000,0.4524,0.000
502,03/22/18 06:10:30 PM,0.4524,0.000,,
503,03/22/18 06:11:00 PM,0.4524,0.000,,
504,03/22/18 06:11:30 PM,0.4524,0.000,,
505,03/22/18 06:12:00 PM,0.4524,0.000,,
506,03/22/18 06:12:30 PM,0.4524,0.000,,
507,03/22/18 06:13:00 PM,0.4524,0.000,,
508,03/22/18 06:13:30 PM,0.4524,0.000,,
509,03/22/18 06:14:00 PM,0.4524,0.000,,
510,03/22/18 06:14:30 PM,0.4524,0.000,,
511,03/22/18 06:15:00 PM,0.4524,0.000,0.4524,0.000
512,03/22/18 06:15:30 PM,0.4524,0.000,,
513,03/22/18 06:16:00 PM,0.4524,0.000,,
514,03/22/18 06:16:30 PM,0.4524,0.000,,
515,03/22/18 06:17:00 PM,0.4524,0.000,,
516,03/22/18 06:17:30 PM,0.4524,0.000,,
517,03/22/18 06:18:00 PM,0.4524,0.000,,
518,03/22/18 06:18:30 PM,0.4524,0.000,,
519,03/22/18 06:19:00 PM,0.4524,0.000,,
520,03/22/18 06:19:30 PM,0.4524,0.000,,
521,03/22/18 06:20:00 PM,0.4524,0.000,0.4524,0.000
522,03/22/18 06:20:30 PM,0.4524,0.000,,
523,03/22/18 06:21:00 PM,0.4524,0.000,,
524,03/22/18 06:21:30 PM,0.4524,0.000,,
525,03/22/18 06:22:00 PM,0.4524,0.000,,
526,03/22/18 06:22:30 PM,0.4524,0.000,,
527,03/22/18 06:23:00 PM,0.4524,0.000,,
528,03/22/18 06:23:30 PM,0.4524,0.000,,
529,03/22/18 06:24:00 PM,0.4524,0.000,,
530,03/22/18 06:24:30 PM,0.4524,0.000,,
531,03/22/18 06:25:00 PM,0.4524,0.000,0.4524,0.000
532,03/22/18 06:25:30 PM,0.4524,0.000,,
533,03/22/18 06:26:00 PM,0.4524,0.000,,
534,03/22/18 06:26:30 PM,0.4524,0.000,,
535,03/22/18 06:27:00 PM,0.4524,0.000,,
536,03/22/18 06:27:30 PM,0.4524,0.000,,
537,03/22/18 06:28:00 PM,0.4524,0.000,,
538,03/22/18 06:28:30 PM,0.4524,0.000,,
539,03/22/18 06:29:00 PM,0.4524,0.000,,
540,03/22/18 06:29:30 PM,0.4524,0.000,,
541,03/22/18 06:30:00 PM,0.4524,0.000,0.4524,0.000
542,03/22/18 06:30:30 PM,0.4524,0.000,,
543,03/22/18 06:31:00 PM,0.4524,0.000,,
544,03/22/18 06:31:30 PM,0.4524,0.000,,
545,03/22/18 06:32:00 PM,0.4524,0.000,,
546,03/22/18 06:32:30 PM,0.4524,0.000,,
547,03/22/18 06:33:00 PM,0.4524,0.000,,
548,03/22/18 06:33:30 PM,0.4524,0.000,,
549,03/22/18 06:34:00 PM,0.4524,0.000,,
550,03/22/18 06:34:30 PM,0.4524,0.000,,
551,03/22/18 06:35:00 PM,0.4524,0.000,0.4524,0.000
552,03/22/18 06:35:30 PM,0.4524,0.000,,
553,03/22/18 06:36:00 PM,0.4524,0.000,,
554,03/22/18 06:36:30 PM,0.4524,0.000,,
555,03/22/18 06:37:00 PM,0.4524,0.000,,
556,03/22/18 06:37:30 PM,0.4524,0.000,,
557,03/22/18 06:38:00 PM,0.4524,0.000,,
558,03/22/18 06:38:30 PM,0.4524,0.000,,
559,03/22/18 06:39:00 PM,0.4524,0.000,,
560,03/22/18 06:39:30 PM,0.4524,0.000,,
561,03/22/18 06:40:00 PM,0.4524,0.000,0.4524,0.000
562,03/22/18 06:40:30 PM,0.4524,0.000,,
563,03/22/18 06:41:00 PM,0.4524,0.000,,
564,03/22/18 06:41:30 PM,0.4524,0.000,,
565,03/22/18 06:42:00 PM,0.4524,0.000,,
566,03/22/18 06:42:30 PM,0.4524,0.000,,
567,03/22/18 06:43:00 PM,0.4524,0.000,,
568,03/22/18 06:43:30 PM,0.4524,0.000,,
569,03/22/18 06:44:00 PM,0.4524,0.000,,
570,03/22/18 06:44:30 PM,0.4524,0.000,,
571,03/22/18 06:45:00 PM,0.4524,0.000,0.4524,0.000
572,03/22/18 06:45:30 PM,0.4524,0.000,,
573,03/22/18 06:46:00 PM,0.4524,0.000,,
574,03/22/18 06:46:30 PM,0.4524,0.000,,
575,03/22/18 06:47:00 PM,0.4524,0.000,,
576,03/22/18 06:47:30 PM,0.4524,0.000,,
577,03/22/18 06:48:00 PM,0.4524,0.000,,
578,03/22/18 06:48:30 PM,0.4524,0.000,,
579,03/22/18 06:49:00 PM,0.4524,0.000,,
580,03/22/18 06:49:30 PM,0.4524,0.000,,
581,03/22/18 06:50:00 PM,0.4524,0.000,0.4524,0.000
582,03/22/18 06:50:30 PM,0.4524,0.000,,
583,03/22/18 06:51:00 PM,0.4524,0.000,,
584,03/22/18 06:51:30 PM,0.4524,0.000,,
585,03/22/18 06:52:00 PM,0.4524,0.000,,
586,03/22/18 06:52:30 PM,0.4524,0.000,,
587,03/22/18 06:53:00 PM,0.4524,0.000,,
588,03/22/18 06:53:30 PM,0.4524,0.000,,
589,03/22/18 06:54:00 PM,0.4524,0.000,,
590,03/22/18 06:54:30 PM,0.4524,0.000,,
591,03/22/18 06:55:00 PM,0.4524,0.000,0.4524,0.000
592,03/22/18 06:55:30 PM,0.4524,0.000,,
593,03/22/18 06:56:00 PM,0.4524,0.000,,
594,03/22/18 06:56:30 PM,0.4524,0.000,,
595,03/22/18 06:57:00 PM,0.4524,0.000,,
596,03/22/18 06:57:30 PM,0.4524,0.000,,
597,03/22/18 06:58:00 PM,0.4524,0.000,,
598,03/22/18 06:58:30 PM,0.4524,0.000,,
599,03/22/18 06:59:00 PM,0.4524,0.000,,
600,03/22/18 06:59:30 PM,0.4524,0.000,,
601,03/22/18 07:00:00 PM,0.4524,0.000,0.4524,0.000
602,03/22/18 07:00:30 PM,0.4524,0.000,,
603,03/22/18 07:01:00 PM,0.4524,0.000,,
604,03/22/18 07:01:30 PM,0.4524,0.000,,
605,03/22/18 07:02:00 PM,0.4524,0.000,,
606,03/22/18 07:02:30 PM,0.4524,0.000,,
607,03/22/18 07:03:00 PM,0.4524,0.000,,
608,03/22/18 07:03:30 PM,0.4524,0.000,,
609,03/22/18 07:04:00 PM,0.4524,0.000,,
610,03/22/18 07:04:30 PM,0.4524,0.000,,
611,03/22/18 07:05:00 PM,0.4524,0.000,0.4524,0.000
612,03/22/18 07:05:30 PM,0.4524,0.000,,
613,03/22/18 07:06:00 PM,0.4524,0.000,,
614,03/22/18 07:06:30 PM,0.4524,0.000,,
615,03/22/18 07:07:00 PM,0.4524,0.000,,
616,03/22/18 07:07:30 PM,0.4524,0.000,,
617,03/22/18 07:08:00 PM,0.4524,0.000,,
618,03/22/18 07:08:30 PM,0.4524,0.000,,
619,03/22/18 07:09:00 PM,0.4524,0.000,,
620,03/22/18 07:09:30 PM,0.4524,0.000,,
621,03/22/18 07:10:00 PM,0.4524,0.000,0.4524,0.000
622,03/22/18 07:10:30 PM,0.4524,0.000,,
623,03/22/18 07:11:00 PM,0.4524,0.000,,
624,03/22/18 07:11:30 PM,0.4524,0.000,,
625,03/22/18 07:12:00 PM,0.4524,0.000,,
626,03/22/18 07:12:30 PM,0.4524,0.000,,
627,03/22/18 07:13:00 PM,0.4524,0.000,,
628,03/22/18 07:13:30 PM,0.4524,0.000,,
629,03/22/18 07:14:00 PM,0.4524,0.000,,
630,03/22/18 07:14:30 PM,0.4524,0.000,,
631,03/22/18 07:15:00 PM,0.4524,0.000,0.4524,0.000
632,03/22/18 07:15:30 PM,0.4524,0.000,,
633,03/22/18 07:16:00 PM,0.4524,0.000,,
634,03/22/18 07:16:30 PM,0.4524,0.000,,
635,03/22/18 07:17:00 PM,0.4524,0.000,,
636,03/22/18 07:17:30 PM,0.4524,0.000,,
637,03/22/18 07:18:00 PM,0.4524,0.000,,
638,03/22/18 07:18:30 PM,0.4524,0.000,,
639,03/22/18 07:19:00 PM,0.4524,0.000,,
640,03/22/18 07:19:30 PM,0.4524,0.000,,
641,03/22/18 07:20:00 PM,0.4524,0.000,0.4524,0.000
642,03/22/18 07:20:30 PM,0.4524,0.000,,
643,03/22/18 07:21:00 PM,0.4524,0.000,,
644,03/22/18 07:21:30 PM,0.4524,0.000,,
645,03/22/18 07:22:00 PM,0.4524,0.000,,
646,03/22/18 07:22:30 PM,0.4524,0.000,,
647,03/22/18 07:23:00 PM,0.4524,0.000,,
648,03/22/18 07:23:30 PM,0.4524,0.000,,
649,03/22/18 07:24:00 PM,0.4524,0.000,,
650,03/22/18 07:24:30 PM,0.4524,0.000,,
651,03/22/18 07:25:00 PM,0.4524,0.000,0.4524,0.000
652,03/22/18 07:25:30 PM,0.4524,0.000,,
653,03/22/18 07:26:00 PM,0.4524,0.000,,
654,03/22/18 07:26:30 PM,0.4524,0.000,,
655,03/22/18 07:27:00 PM,0.4524,0.000,,
656,03/22/18 07:27:30 PM,0.4524,0.000,,
657,03/22/18 07:28:00 PM,0.4524,0.000,,
658,03/22/18 07:28:30 PM,0.4524,0.000,,
659,03/22/18 07:29:00 PM,0.4524,0.000,,
660,03/22/18 07:29:30 PM,0.4524,0.000,,
661,03/22/18 07:30:00 PM,0.4524,0.000,0.4524,0.000
662,03/22/18 07:30:30 PM,0.4524,0.000,,
663,03/22/18 07:31:00 PM,0.4465,0.000,,
664,03/22/18 07:31:30 PM,0.4524,0.000,,
665,03/22/18 07:32:00 PM,0.4524,0.000,,
666,03/22/18 07:32:30 PM,0.4465,0.000,,
667,03/22/18 07:33:00 PM,0.4465,0.000,,
668,03/22/18 07:33:30 PM,0.4524,0.000,,
669,03/22/18 07:34:00 PM,0.4524,0.000,,
670,03/22/18 07:34:30 PM,0.4524,0.000,,
671,03/22/18 07:35:00 PM,0.4524,0.000,0.4524,0.000
672,03/22/18 07:35:30 PM,0.4524,0.000,,
673,03/22/18 07:36:00 PM,0.4524,0.000,,
674,03/22/18 07:36:30 PM,0.4524,0.000,,
675,03/22/18 07:37:00 PM,0.4524,0.000,,
676,03/22/18 07:37:30 PM,0.4465,0.000,,
677,03/22/18 07:38:00 PM,0.4465,0.000,,
678,03/22/18 07:38:30 PM,0.4465,0.000,,
679,03/22/18 07:39:00 PM,0.4524,0.000,,
680,03/22/18 07:39:30 PM,0.4465,0.000,,
681,03/22/18 07:40:00 PM,0.4465,0.000,0.4524,0.000
682,03/22/18 07:40:30 PM,0.4465,0.000,,
683,03/22/18 07:41:00 PM,0.4465,0.000,,
684,03/22/18 07:41:30 PM,0.4465,0.000,,
685,03/22/18 07:42:00 PM,0.4465,0.000,,
686,03/22/18 07:42:30 PM,0.4465,0.000,,
687,03/22/18 07:43:00 PM,0.4524,0.000,,
688,03/22/18 07:43:30 PM,0.4465,0.000,,
689,03/22/18 07:44:00 PM,0.4465,0.000,,
690,03/22/18 07:44:30 PM,0.4465,0.000,,
691,03/22/18 07:45:00 PM,0.4465,0.000,0.4524,0.000
692,03/22/18 07:45:30 PM,0.4465,0.000,,
693,03/22/18 07:46:00 PM,0.4465,0.000,,
694,03/22/18 07:46:30 PM,0.4465,0.000,,
695,03/22/18 07:47:00 PM,0.4524,0.000,,
696,03/22/18 07:47:30 PM,0.4465,0.000,,
697,03/22/18 07:48:00 PM,0.4524,0.000,,
698,03/22/18 07:48:30 PM,0.4465,0.000,,
699,03/22/18 07:49:00 PM,0.4465,0.000,,
700,03/22/18 07:49:30 PM,0.4465,0.000,,
701,03/22/18 07:50:00 PM,0.4465,0.000,0.4524,0.000
702,03/22/18 07:50:30 PM,0.4465,0.000,,
703,03/22/18 07:51:00 PM,0.4465,0.000,,
704,03/22/18 07:51:30 PM,0.4465,0.000,,
705,03/22/18 07:52:00 PM,0.4524,0.000,,
706,03/22/18 07:52:30 PM,0.4465,0.000,,
707,03/22/18 07:53:00 PM,0.4465,0.000,,
708,03/22/18 07:53:30 PM,0.4465,0.000,,
709,03/22/18 07:54:00 PM,0.4465,0.000,,
710,03/22/18 07:54:30 PM,0.4465,0.000,,
711,03/22/18 07:55:00 PM,0.4465,0.000,0.4524,0.000
712,03/22/18 07:55:30 PM,0.4465,0.000,,
713,03/22/18 07:56:00 PM,0.4465,0.000,,
714,03/22/18 07:56:30 PM,0.4465,0.000,,
715,03/22/18 07:57:00 PM,0.4524,0.000,,
716,03/22/18 07:57:30 PM,0.4524,0.000,,
717,03/22/18 07:58:00 PM,0.4524,0.000,,
718,03/22/18 07:58:30 PM,0.4465,0.000,,
719,03/22/18 07:59:00 PM,0.4465,0.000,,
720,03/22/18 07:59:30 PM,0.4465,0.000,,
721,03/22/18 08:00:00 PM,0.4524,0.000,0.4524,0.000
722,03/22/18 08:00:30 PM,0.4465,0.000,,
723,03/22/18 08:01:00 PM,0.4465,0.000,,
724,03/22/18 08:01:30 PM,0.4465,0.000,,
725,03/22/18 08:02:00 PM,0.4465,0.000,,
726,03/22/18 08:02:30 PM,0.4465,0.000,,
727,03/22/18 08:03:00 PM,0.4465,0.000,,
728,03/22/18 08:03:30 PM,0.4465,0.000,,
729,03/22/18 08:04:00 PM,0.4465,0.000,,
730,03/22/18 08:04:30 PM,0.4465,0.000,,
731,03/22/18 08:05:00 PM,0.4465,0.000,0.4465,0.000
732,03/22/18 08:05:30 PM,0.4465,0.000,,
733,03/22/18 08:06:00 PM,0.4465,0.000,,
734,03/22/18 08:06:30 PM,0.4465,0.000,,
735,03/22/18 08:07:00 PM,0.4465,0.000,,
736,03/22/18 08:07:30 PM,0.4465,0.000,,
737,03/22/18 08:08:00 PM,0.4465,0.000,,
738,03/22/18 08:08:30 PM,0.4465,0.000,,
739,03/22/18 08:09:00 PM,0.4465,0.000,,
740,03/22/18 08:09:30 PM,0.4465,0.000,,
741,03/22/18 08:10:00 PM,0.4465,0.000,0.4524,0.000
742,03/22/18 08:10:30 PM,0.4465,0.000,,
743,03/22/18 08:11:00 PM,0.4465,0.000,,
744,03/22/18 08:11:30 PM,0.4524,0.000,,
745,03/22/18 08:12:00 PM,0.4465,0.000,,
746,03/22/18 08:12:30 PM,0.4465,0.000,,
747,03/22/18 08:13:00 PM,0.4465,0.000,,
748,03/22/18 08:13:30 PM,0.4465,0.000,,
749,03/22/18 08:14:00 PM,0.4465,0.000,,
750,03/22/18 08:14:30 PM,0.4465,0.000,,
751,03/22/18 08:15:00 PM,0.4465,0.000,0.4465,0.000
752,03/22/18 08:15:30 PM,0.4465,0.000,,
753,03/22/18 08:16:00 PM,0.4465,0.000,,
754,03/22/18 08:16:30 PM,0.4465,0.000,,
755,03/22/18 08:17:00 PM,0.4465,0.000,,
756,03/22/18 08:17:30 PM,0.4465,0.000,,
757,03/22/18 08:18:00 PM,0.4465,0.000,,
758,03/22/18 08:18:30 PM,0.4465,0.000,,
759,03/22/18 08:19:00 PM,0.4465,0.000,,
760,03/22/18 08:19:30 PM,0.4465,0.000,,
761,03/22/18 08:20:00 PM,0.4465,0.000,0.4465,0.000
762,03/22/18 08:20:30 PM,0.4465,0.000,,
763,03/22/18 08:21:00 PM,0.4465,0.000,,
764,03/22/18 08:21:30 PM,0.4465,0.000,,
765,03/22/18 08:22:00 PM,0.4465,0.000,,
766,03/22/18 08:22:30 PM,0.4465,0.000,,
767,03/22/18 08:23:00 PM,0.4465,0.000,,
768,03/22/18 08:23:30 PM,0.4465,0.000,,
769,03/22/18 08:24:00 PM,0.4465,0.000,,
770,03/22/18 08:24:30 PM,0.4465,0.000,,
771,03/22/18 08:25:00 PM,0.4524,0.000,0.4524,0.000
772,03/22/18 08:25:30 PM,0.4465,0.000,,
773,03/22/18 08:26:00 PM,0.4465,0.000,,
774,03/22/18 08:26:30 PM,0.4465,0.000,,
775,03/22/18 08:27:00 PM,0.4465,0.000,,
776,03/22/18 08:27:30 PM,0.4465,0.000,,
777,03/22/18 08:28:00 PM,0.4465,0.000,,
778,03/22/18 08:28:30 PM,0.4465,0.000,,
779,03/22/18 08:29:00 PM,0.4465,0.000,,
780,03/22/18 08:29:30 PM,0.4465,0.000,,
781,03/22/18 08:30:00 PM,0.4465,0.000,0.4465,0.000
782,03/22/18 08:30:30 PM,0.4465,0.000,,
783,03/22/18 08:31:00 PM,0.4465,0.000,,
784,03/22/18 08:31:30 PM,0.4465,0.000,,
785,03/22/18 08:32:00 PM,0.4465,0.000,,
786,03/22/18 08:32:30 PM,0.4465,0.000,,
787,03/22/18 08:33:00 PM,0.4465,0.000,,
788,03/22/18 08:33:30 PM,0.4465,0.000,,
789,03/22/18 08:34:00 PM,0.4465,0.000,,
790,03/22/18 08:34:30 PM,0.4465,0.000,,
791,03/22/18 08:35:00 PM,0.4465,0.000,0.4465,0.000
792,03/22/18 08:35:30 PM,0.4465,0.000,,
793,03/22/18 08:36:00 PM,0.4465,0.000,,
794,03/22/18 08:36:30 PM,0.4465,0.000,,
795,03/22/18 08:37:00 PM,0.4465,0.000,,
796,03/22/18 08:37:30 PM,0.4465,0.000,,
797,03/22/18 08:38:00 PM,0.4465,0.000,,
798,03/22/18 08:38:30 PM,0.4465,0.000,,
799,03/22/18 08:39:00 PM,0.4465,0.000,,
800,03/22/18 08:39:30 PM,0.4465,0.000,,
801,03/22/18 08:40:00 PM,0.4465,0.000,0.4465,0.000
802,03/22/18 08:40:30 PM,0.4465,0.000,,
803,03/22/18 08:41:00 PM,0.4465,0.000,,
804,03/22/18 08:41:30 PM,0.4465,0.000,,
805,03/22/18 08:42:00 PM,0.4465,0.000,,
806,03/22/18 08:42:30 PM,0.4465,0.000,,
807,03/22/18 08:43:00 PM,0.4465,0.000,,
808,03/22/18 08:43:30 PM,0.4465,0.000,,
809,03/22/18 08:44:00 PM,0.4465,0.000,,
810,03/22/18 08:44:30 PM,0.4465,0.000,,
811,03/22/18 08:45:00 PM,0.4465,0.000,0.4465,0.000
812,03/22/18 08:45:30 PM,0.4465,0.000,,
813,03/22/18 08:46:00 PM,0.4465,0.000,,
814,03/22/18 08:46:30 PM,0.4465,0.000,,
815,03/22/18 08:47:00 PM,0.4465,0.000,,
816,03/22/18 08:47:30 PM,0.4465,0.000,,
817,03/22/18 08:48:00 PM,0.4465,0.000,,
818,03/22/18 08:48:30 PM,0.4465,0.000,,
819,03/22/18 08:49:00 PM,0.4465,0.000,,
820,03/22/18 08:49:30 PM,0.4465,0.000,,
821,03/22/18 08:50:00 PM,0.4465,0.000,0.4465,0.000
822,03/22/18 08:50:30 PM,0.4465,0.000,,
823,03/22/18 08:51:00 PM,0.4465,0.000,,
824,03/22/18 08:51:30 PM,0.4465,0.000,,
825,03/22/18 08:52:00 PM,0.4465,0.000,,
826,03/22/18 08:52:30 PM,0.4465,0.000,,
827,03/22/18 08:53:00 PM,0.4465,0.000,,
828,03/22/18 08:53:30 PM,0.4465,0.000,,
829,03/22/18 08:54:00 PM,0.4465,0.000,,
830,03/22/18 08:54:30 PM,0.4465,0.000,,
831,03/22/18 08:55:00 PM,0.4465,0.000,0.4465,0.000
832,03/22/18 08:55:30 PM,0.4465,0.000,,
833,03/22/18 08:56:00 PM,0.4465,0.000,,
834,03/22/18 08:56:30 PM,0.4465,0.000,,
835,03/22/18 08:57:00 PM,0.4465,0.000,,
836,03/22/18 08:57:30 PM,0.4465,0.000,,
837,03/22/18 08:58:00 PM,0.4465,0.000,,
838,03/22/18 08:58:30 PM,0.4465,0.000,,
839,03/22/18 08:59:00 PM,0.4465,0.000,,
840,03/22/18 08:59:30 PM,0.4465,0.000,,
841,03/22/18 09:00:00 PM,0.4465,0.000,0.4465,0.000
842,03/22/18 09:00:30 PM,0.4465,0.000,,
843,03/22/18 09:01:00 PM,0.4465,0.000,,
844,03/22/18 09:01:30 PM,0.4465,0.000,,
845,03/22/18 09:02:00 PM,0.4465,0.000,,
846,03/22/18 09:02:30 PM,0.4465,0.000,,
847,03/22/18 09:03:00 PM,0.4465,0.000,,
848,03/22/18 09:03:30 PM,0.4465,0.000,,
849,03/22/18 09:04:00 PM,0.4465,0.000,,
850,03/22/18 09:04:30 PM,0.4465,0.000,,
851,03/22/18 09:05:00 PM,0.4465,0.000,0.4465,0.000
852,03/22/18 09:05:30 PM,0.4465,0.000,,
853,03/22/18 09:06:00 PM,0.4465,0.000,,
854,03/22/18 09:06:30 PM,0.4465,0.000,,
855,03/22/18 09:07:00 PM,0.4465,0.000,,
856,03/22/18 09:07:30 PM,0.4465,0.000,,
857,03/22/18 09:08:00 PM,0.4465,0.000,,
858,03/22/18 09:08:30 PM,0.4465,0.000,,
859,03/22/18 09:09:00 PM,0.4465,0.000,,
860,03/22/18 09:09:30 PM,0.4465,0.000,,
861,03/22/18 09:10:00 PM,0.4465,0.000,0.4465,0.000
862,03/22/18 09:10:30 PM,0.4465,0.000,,
863,03/22/18 09:11:00 PM,0.4465,0.000,,
864,03/22/18 09:11:30 PM,0.4465,0.000,,
865,03/22/18 09:12:00 PM,0.4465,0.000,,
866,03/22/18 09:12:30 PM,0.4465,0.000,,
867,03/22/18 09:13:00 PM,0.4465,0.000,,
868,03/22/18 09:13:30 PM,0.4465,0.000,,
869,03/22/18 09:14:00 PM,0.4465,0.000,,
870,03/22/18 09:14:30 PM,0.4465,0.000,,
871,03/22/18 09:15:00 PM,0.4465,0.000,0.4465,0.000
872,03/22/18 09:15:30 PM,0.4465,0.000,,
873,03/22/18 09:16:00 PM,0.4465,0.000,,
874,03/22/18 09:16:30 PM,0.4465,0.000,,
875,03/22/18 09:17:00 PM,0.4465,0.000,,
876,03/22/18 09:17:30 PM,0.4465,0.000,,
877,03/22/18 09:18:00 PM,0.4465,0.000,,
878,03/22/18 09:18:30 PM,0.4465,0.000,,
879,03/22/18 09:19:00 PM,0.4465,0.000,,
880,03/22/18 09:19:30 PM,0.4465,0.000,,
881,03/22/18 09:20:00 PM,0.4465,0.000,0.4465,0.000
882,03/22/18 09:20:30 PM,0.4465,0.000,,
883,03/22/18 09:21:00 PM,0.4465,0.000,,
884,03/22/18 09:21:30 PM,0.4465,0.000,,
885,03/22/18 09:22:00 PM,0.4465,0.000,,
886,03/22/18 09:22:30 PM,0.4465,0.000,,
887,03/22/18 09:23:00 PM,0.4465,0.000,,
888,03/22/18 09:23:30 PM,0.4465,0.000,,
889,03/22/18 09:24:00 PM,0.4465,0.000,,
890,03/22/18 09:24:30 PM,0.4465,0.000,,
891,03/22/18 09:25:00 PM,0.4465,0.000,0.4465,0.000
892,03/22/18 09:25:30 PM,0.4465,0.000,,
893,03/22/18 09:26:00 PM,0.4465,0.000,,
894,03/22/18 09:26:30 PM,0.4465,0.000,,
895,03/22/18 09:27:00 PM,0.4465,0.000,,
896,03/22/18 09:27:30 PM,0.4465,0.000,,
897,03/22/18 09:28:00 PM,0.4465,0.000,,
898,03/22/18 09:28:30 PM,0.4465,0.000,,
899,03/22/18 09:29:00 PM,0.4465,0.000,,
900,03/22/18 09:29:30 PM,0.4465,0.000,,
901,03/22/18 09:30:00 PM,0.4465,0.000,0.4465,0.000
902,03/22/18 09:30:30 PM,0.4465,0.000,,
903,03/22/18 09:31:00 PM,0.4465,0.000,,
904,03/22/18 09:31:30 PM,0.4465,0.000,,
905,03/22/18 09:32:00 PM,0.4465,0.000,,
906,03/22/18 09:32:30 PM,0.4465,0.000,,
907,03/22/18 09:33:00 PM,0.4465,0.000,,
908,03/22/18 09:33:30 PM,0.4465,0.000,,
909,03/22/18 09:34:00 PM,0.4465,0.000,,
910,03/22/18 09:34:30 PM,0.4465,0.000,,
911,03/22/18 09:35:00 PM,0.4465,0.000,0.4465,0.000
912,03/22/18 09:35:30 PM,0.4465,0.000,,
913,03/22/18 09:36:00 PM,0.4465,0.000,,
914,03/22/18 09:36:30 PM,0.4465,0.000,,
915,03/22/18 09:37:00 PM,0.4465,0.000,,
916,03/22/18 09:37:30 PM,0.4465,0.000,,
917,03/22/18 09:38:00 PM,0.4465,0.000,,
918,03/22/18 09:38:30 PM,0.4465,0.000,,
919,03/22/18 09:39:00 PM,0.4465,0.000,,
920,03/22/18 09:39:30 PM,0.4465,0.000,,
921,03/22/18 09:40:00 PM,0.4465,0.000,0.4465,0.000
922,03/22/18 09:40:30 PM,0.4465,0.000,,
923,03/22/18 09:41:00 PM,0.4465,0.000,,
924,03/22/18 09:41:30 PM,0.4465,0.000,,
925,03/22/18 09:42:00 PM,0.4465,0.000,,
926,03/22/18 09:42:30 PM,0.4465,0.000,,
927,03/22/18 09:43:00 PM,0.4465,0.000,,
928,03/22/18 09:43:30 PM,0.4465,0.000,,
929,03/22/18 09:44:00 PM,0.4465,0.000,,
930,03/22/18 09:44:30 PM,0.4465,0.000,,
931,03/22/18 09:45:00 PM,0.4465,0.000,0.4465,0.000
932,03/22/18 09:45:30 PM,0.4465,0.000,,
933,03/22/18 09:46:00 PM,0.4465,0.000,,
934,03/22/18 09:46:30 PM,0.4465,0.000,,
935,03/22/18 09:47:00 PM,0.4465,0.000,,
936,03/22/18 09:47:30 PM,0.4465,0.000,,
937,03/22/18 09:48:00 PM,0.4465,0.000,,
938,03/22/18 09:48:30 PM,0.4465,0.000,,
939,03/22/18 09:49:00 PM,0.4465,0.000,,
940,03/22/18 09:49:30 PM,0.4405,0.000,,
941,03/22/18 09:50:00 PM,0.4405,0.000,0.4465,0.000
942,03/22/18 09:50:30 PM,0.4465,0.000,,
943,03/22/18 09:51:00 PM,0.4465,0.000,,
944,03/22/18 09:51:30 PM,0.4405,0.000,,
945,03/22/18 09:52:00 PM,0.4465,0.000,,
946,03/22/18 09:52:30 PM,0.4405,0.000,,
947,03/22/18 09:53:00 PM,0.4405,0.000,,
948,03/22/18 09:53:30 PM,0.4405,0.000,,
